TimeStamp,TimeStarted,DateStarted,Coder,ArticleID,ArticleIssues,ArticleLanguage,JIF,StudyType,PreReg,PreRegWhere,PreRegAccess,PreRegAspects,RawData,RawDataAvl,RawDataWhere,RawDataAccess,RawDataDocument,ProcessData,ProcessDataWhere,ProcessDataAccess,ProcessDataDocument,AnalysisScript,AnalysisScriptWhere,AnalysisScriptAccess,Materials,MaterialsWhere,MaterialsAccess,COI,Replication,OA,TimeEnded,DateEnded,CountryAuthor,EmpiricalStudyData,JIFYear,Year,year_split,clickable_doi,coder,round2_coder,Source.title,Agree,c
2022-02-23T19:44:28.699Z,1899-12-31T19:35:00Z,2022-02-23T00:00:00Z,AB,5.84E+59,There are no issues,"English, Fiji Hindi",NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,Materials or additional information are available through a third party,"Some materials upon request, some from a third party",No,"Yes, the statement says that there is no conflict of interest",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T19:44:00Z,2022-02-23T00:00:00Z,Australia,"Experimental study, Survey or interview",,2019,After-OS,http://doi.org/10.1080/07908318.2018.1541999,ab,,,TRUE,
2022-02-23T19:58:56.339Z,1899-12-31T19:48:00Z,2022-02-23T00:00:00Z,AB,70a59948,There are no issues,"English, Universal",NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T19:58:00Z,2022-02-23T00:00:00Z,USA,Experimental study,,2019,After-OS,http://doi.org/10.1007/s11145-017-9742-4,ab,,Reading and Writing,TRUE,
2022-02-23T20:02:41.984Z,1899-12-31T20:00:00Z,2022-02-23T00:00:00Z,AB,15e8383d,Article is not about language,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31T20:02:00Z,2022-02-23T00:00:00Z,,,,2019,After-OS,http://doi.org/10.1075/lplp.00046.phi,ab,,Language Problems and Language Planning,TRUE,
2022-02-24T19:45:44.876Z,1899-12-31T13:41:00Z,2022-02-24T00:00:00Z,JC,a2127c4e,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,"Text file, Audio, Video","No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:45:00Z,2022-02-24T00:00:00Z,USA,Observational study,,2008,Pre-OS,http://doi.org/,mr,,Research in the Teaching of English,TRUE,
2022-02-24T19:54:26.778Z,1899-12-31T13:52:00Z,2022-02-24T00:00:00Z,JC,3c79ea11,There are no issues,universal,NA,Data synthesis - Meta-analysis.,,,,,,,,,,,,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T13:54:00Z,2022-02-24T00:00:00Z,USA,Observational study,,2008,Pre-OS,http://doi.org/10.1044/1092-4388(2008/07-0206),mr,,"Journal of Speech, Language, and Hearing Research",TRUE,
2022-02-24T19:59:57.766Z,1899-12-31T13:58:00Z,2022-02-24T00:00:00Z,JC,ce16f889,There are no issues,English,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T13:59:00Z,2022-02-24T00:00:00Z,USA,,,2009,Pre-OS,http://doi.org/10.1515/TEXT.2009.017,mr,,Text and Talk,TRUE,
2022-02-24T20:03:07.643Z,1899-12-31T14:01:00Z,2022-02-24T00:00:00Z,JC,fdc9d6b4,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T14:02:00Z,2022-02-24T00:00:00Z,Belgium,Experimental study,,2008,Pre-OS,http://doi.org/10.1080/14992020801895144,mr,,International Journal of Audiology,TRUE,
2022-02-24T21:34:07.012Z,1899-12-31T21:25:00Z,2022-02-24T00:00:00Z,AB,82ad5550,There are no issues,Universal,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"Yes, the statement says that the raw data are available.",Supplementary materials hosted by the journal,Yes,No,"No, processed data are not available. (GO TO SECTION 5)",,,,"Yes, analysis scripts are freely available",Supplementary materials hosted by the journal,Yes,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T21:33:00Z,2022-02-24T00:00:00Z,USA,Corpus study,,2018,After-OS,http://doi.org/10.1353/lan.2018.0069,ab,,Language,TRUE,
2022-02-24T21:39:36.999Z,1899-12-31T21:36:00Z,2022-02-24T00:00:00Z,AB,96c0fe0b,Article is not about language,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31T21:39:00Z,2022-02-24T00:00:00Z,,,,2019,After-OS,http://doi.org/10.1353/jcl.2019.0001,ab,,Journal of Chinese Linguistics,TRUE,
2022-02-24T21:50:04.167Z,1899-12-31T21:41:00Z,2022-02-24T00:00:00Z,AB,b809dff3,There are no issues,Spanish,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"Some materials available in the appendix, some from a third party","Some materials available in the appendix, some from a third party",No,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T21:49:00Z,2022-02-24T00:00:00Z,Spain,Experimental study,,2019,After-OS,http://doi.org/10.1177/0142723719828258,ab,,First Language,TRUE,
2022-02-24T22:09:21.903Z,1899-12-31T22:02:00Z,2022-02-24T00:00:00Z,AB,6bcbce4e,There are no issues,Universal,NO ACCESS,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T22:09:00Z,2022-02-24T00:00:00Z,The Netherlands,,,2018,After-OS,http://doi.org/10.1111/tops.12366,ab,,Topics in Cognitive Science,TRUE,
2022-02-24T22:27:32.931Z,1899-12-31T22:09:00Z,2022-02-24T00:00:00Z,AB,358da09b,There are no issues,English,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,"Audio, Video","No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"Some materials in the appendix, some from a third party","Some materials in the appendix, some from a third party","Yes for appendix materials, no for third party materials","Yes, the statement says that there is no conflict of interest",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T22:27:00Z,2022-02-24T00:00:00Z,The Netherlands,Experimental study,,2018,After-OS,http://doi.org/10.1177/0265532216679452,ab,,Language Testing,TRUE,
2022-02-25T17:32:16.028Z,1899-12-31T17:25:00Z,2022-02-25T00:00:00Z,AB,29ad2132,There are no issues,English,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T17:32:00Z,2022-02-25T00:00:00Z,Thailand,"Survey or interview, Intervention study",,2019,After-OS,http://doi.org/,ab,,Electronic Journal of Foreign Language Teaching,TRUE,
2022-02-25T17:35:39.272Z,1899-12-31T17:32:00Z,2022-02-25T00:00:00Z,AB,ae44da3b,Article is not about language,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31T17:35:00Z,2022-02-25T00:00:00Z,,,,2018,After-OS,http://doi.org/10.1017/S0305000917000307,ab,,Journal of Child Language,TRUE,
2022-02-25T17:45:40.930Z,1899-12-31T17:38:00Z,2022-02-25T00:00:00Z,AB,27f4ec74,There are no issues,Universal,NO ACCESS,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T17:45:00Z,2022-02-25T00:00:00Z,China,,,2018,After-OS,http://doi.org/10.1016/j.jvlc.2018.06.003,ab,,Journal of Visual Languages and Computing,TRUE,
2022-02-25T17:52:37.853Z,1899-12-31T17:47:00Z,2022-02-25T00:00:00Z,AB,67e696fe,There are no issues,Proto-Totonac-Tepehua,NO ACCESS,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T17:52:00Z,2022-02-25T00:00:00Z,USA,,,2018,After-OS,http://doi.org/10.1086/694609,ab,,International Journal of American Linguistics,TRUE,
2022-02-25T17:53:42.325Z,1899-12-31T11:52:00Z,2022-02-25T00:00:00Z,JC,eb87300c,There are no issues,universal,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T11:53:00Z,2022-02-25T00:00:00Z,USA,,,2008,Pre-OS,http://doi.org/10.1353/sls.2008.0007,mr,,Sign Language Studies,TRUE,
2022-02-25T17:57:19.820Z,1899-12-31T11:55:00Z,2022-02-25T00:00:00Z,JC,3935a75c,There are no issues,Auslan,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T11:57:00Z,2022-02-25T00:00:00Z,Australia,Corpus study,,2009,Pre-OS,http://doi.org/10.1075/sll.12.1.03deb,mr,,Sign Language and Linguistics (Online),TRUE,
2022-02-25T18:02:05.279Z,1899-12-31T17:53:00Z,2022-02-25T00:00:00Z,AB,a5289cd4,There are no issues,"Polish, English",NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T18:01:00Z,2022-02-25T00:00:00Z,Poland,Corpus study,,2019,After-OS,http://doi.org/10.1515/psicl-2019-0018,ab,,Poznan Studies in Contemporary Linguistics,TRUE,
2022-02-25T18:13:28.346Z,1899-12-31T18:03:00Z,2022-02-25T00:00:00Z,AB,cc8ea0e7,There are no issues,"German, English, Polish",NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T18:13:00Z,2022-02-25T00:00:00Z,UK,Corpus study,,2018,After-OS,http://doi.org/10.1075/ps.16028.jaw,ab,,Pragmatics and Society,TRUE,
2022-02-25T18:23:09.870Z,1899-12-31T18:14:00Z,2022-02-25T00:00:00Z,AB,48d22375,There are no issues,Dutch,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T18:23:00Z,2022-02-25T00:00:00Z,Belgium,Experimental study,,2019,After-OS,http://doi.org/10.1016/j.jcomdis.2019.03.008,ab,,Journal of Communication Disorders,TRUE,
2022-02-25T18:31:30.541Z,1899-12-31T18:24:00Z,2022-02-25T00:00:00Z,AB,5e185110,There are no issues,English,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"Some materials available from third party, rest unavailable","Some materials available from third party, rest unavailable",No,"Yes, the statement says that there is no conflict of interest",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T18:31:00Z,2022-02-25T00:00:00Z,USA,Experimental study,,2018,After-OS,http://doi.org/10.1044/2018_AJSLP-17-0174,ab,,American Journal of Speech-Language Pathology,TRUE,
2022-02-26T15:30:52.576Z,1899-12-31T15:13:00Z,2022-02-26T00:00:00Z,AB,a265d9b5,There are no issues,English,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"Some materials from a third party, some unavailable","Some materials from a third party, some unavailable",No,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T15:30:00Z,2022-02-26T00:00:00Z,USA,Experimental study,,2019,After-OS,http://doi.org/10.1017/S0142716419000018,ab,jc,Applied Psycholinguistics,TRUE,
2022-02-26T15:42:17.204Z,1899-12-31T15:31:00Z,2022-02-26T00:00:00Z,AB,7958c153,There are no issues,Mandarin,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T15:42:00Z,2022-02-26T00:00:00Z,USA,Experimental study,,2018,After-OS,http://doi.org/10.1016/j.specom.2017.12.015,ab,,Speech Communication,TRUE,
2022-02-26T16:20:24.916Z,1899-12-31T16:12:00Z,2022-02-26T00:00:00Z,AB,98963718,There are no issues,Berawan,NO ACCESS,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T16:20:00Z,2022-02-26T00:00:00Z,Malaysia,,2019,2019,After-OS,http://doi.org/10.1075/wll.00029.bur,ab,lk,Written Language and Literacy,TRUE,
2022-02-26T16:45:16.065Z,1899-12-31T16:21:00Z,2022-02-26T00:00:00Z,AB,4b662f31,There are no issues,Enets,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,"Text file, Audio","Yes, the statement says that the raw data are available.","An online, third-party repository (e.g. OSF, GitHub, FigShare, etc.)",No,Unclear,"No, processed data are not available. (GO TO SECTION 5)",,,,Not applicable (qualitative analysis),,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T16:44:00Z,2022-02-26T00:00:00Z,Russia,Field study or language description,,2018,After-OS,http://doi.org/,ab,,Language Documentation and Conservation,TRUE,
2022-02-26T16:51:14.912Z,1899-12-31T16:49:00Z,2022-02-26T00:00:00Z,AB,cdb33e3b,Article is not about language,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31T16:51:00Z,2022-02-26T00:00:00Z,,,,2018,After-OS,http://doi.org/10.1080/02687038.2017.1409870,ab,,Aphasiology,TRUE,
2022-02-26T18:31:12.929Z,1899-12-31T12:29:00Z,2022-02-26T00:00:00Z,JC,c1812adb,There are no issues,universal,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T12:30:00Z,2022-02-26T00:00:00Z,Germany,,,2009,Pre-OS,http://doi.org/10.1007/s12304-008-9037-x,mr,,Biosemiotics,TRUE,
2022-02-26T18:35:02.563Z,1899-12-31T12:31:00Z,2022-02-26T00:00:00Z,JC,d1df7e5e,There are no issues,German,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Video,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"Yes, materials or additional information about the method are freely available",Upon request from the authors,No,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T12:34:00Z,2022-02-26T00:00:00Z,USA,Observational study,,2009,Pre-OS,http://doi.org/10.1558/cj.v26i2.231-245,mr,,CALICO Journal,TRUE,
2022-02-27T18:44:05.722Z,1899-12-31T12:42:00Z,2022-02-27T00:00:00Z,JC,a4756719,There are no issues,Russian,NA,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T12:43:00Z,2022-02-27T00:00:00Z,Russia,,,2019,After-OS,http://doi.org/10.22055/rals.2019.15151,mr,,Journal of Research in Applied Linguistics,TRUE,
2022-02-27T18:48:13.758Z,1899-12-31T12:46:00Z,2022-02-27T00:00:00Z,JC,07641c49,There are no issues,English,NA,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,"Text file, Audio","No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T12:48:00Z,2022-02-27T00:00:00Z,USA,Observational study,,2018,After-OS,http://doi.org/10.1017/S0305000917000162,mr,,Journal of Child Language,TRUE,
2022-02-28T09:48:32.454Z,1899-12-31T09:47:00Z,2022-02-28T00:00:00Z,AB,69f774ea,Article is not about language,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31T09:48:00Z,2022-02-28T00:00:00Z,,,,2019,After-OS,http://doi.org/10.1093/elt/ccy061,ab,tr,ELT Journal,TRUE,
2022-02-28T09:58:57.537Z,1899-12-31T09:48:00Z,2022-02-28T00:00:00Z,AB,52e2b434,There are no issues,English,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Audio,"Yes, the statement says that the raw data are available.",Available from a third party,No,Unclear,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T09:58:00Z,2022-02-28T00:00:00Z,Italy,Corpus study,,2018,After-OS,http://doi.org/10.1016/j.specom.2018.05.001,ab,,Speech Communication,TRUE,
2022-02-28T10:02:54.147Z,1899-12-31T09:59:00Z,2022-02-28T00:00:00Z,AB,9114a156,There are no issues,Universal,NO ACCESS,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T10:02:00Z,2022-02-28T00:00:00Z,Sweden,,,2019,After-OS,http://doi.org/10.1162/ling_a_00329,ab,,Linguistic Inquiry,TRUE,
2022-02-28T10:11:44.252Z,1899-12-31T10:08:00Z,2022-02-28T00:00:00Z,AB,7f382de1,There are no issues,Universal,NO ACCESS,"No empirical data (e.g., editorials, commentaries [without reanalysis], simulations, news, reviews, theoretical).    (SKIP TO SECTION 8)",,,,,,,,,,,,,,,,,,,,"No, there is no conflict of interest statement",,,1899-12-31T10:11:00Z,2022-02-28T00:00:00Z,Italy,,,2019,After-OS,http://doi.org/10.1515/sem-2018-0081,ab,,Semiotica,TRUE,
2022-02-28T10:21:59.670Z,1899-12-31T10:12:00Z,2022-02-28T00:00:00Z,AB,20880301,There are no issues,Chinese,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T10:21:00Z,2022-02-28T00:00:00Z,Taiwan,Corpus study,,2019,After-OS,http://doi.org/10.1093/llc/fqy050,ab,,Digital Scholarship in the Humanities,TRUE,
2022-02-28T10:31:52.629Z,1899-12-31T10:22:00Z,2022-02-28T00:00:00Z,AB,5e69bd2b,There are no issues,Slovak,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"Yes, the statement says that the raw data are available.",Available from a third party,No,Unclear,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T10:31:00Z,2022-02-28T00:00:00Z,Slovakia,Corpus study,,2019,After-OS,http://doi.org/10.2478/jazcas-2019-0045,ab,,Jazykovedny Casopis,TRUE,
2022-02-28T11:23:32.842Z,1899-12-31T11:18:00Z,2022-02-28T00:00:00Z,AB,db234c5c,There are no issues,English,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,"Audio, Video","No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T11:23:00Z,2022-02-28T00:00:00Z,UK,"Corpus study, Discourse analysis",,2018,After-OS,http://doi.org/10.1007/s41701-017-0029-4,ab,jc,Corpus Pragmatics,TRUE,
2022-02-28T11:25:24.284Z,1899-12-31T11:23:00Z,2022-02-28T00:00:00Z,AB,84e9811a,Article is not about language,,,,,,,,,,,,,,,,,,,,,,,,,,1899-12-31T11:25:00Z,2022-02-28T00:00:00Z,,,,2018,After-OS,http://doi.org/10.1016/j.system.2017.12.006,ab,,System,TRUE,
2022-02-28T11:32:58.656Z,1899-12-31T11:25:00Z,2022-02-28T00:00:00Z,AB,1702fc63,There are no issues,Mandarin,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,"Text file, Audio","No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"Yes, materials or additional information about the method are freely available",Supplementary materials hosted by the journal,Yes,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T11:32:00Z,2022-02-28T00:00:00Z,USA,Experimental study,,2019,After-OS,http://doi.org/10.1111/modl.12580,ab,,Modern Language Journal,TRUE,
2022-02-28T11:38:45.114Z,1899-12-31T11:33:00Z,2022-02-28T00:00:00Z,AB,87700a27,There are no issues,Universal,NO ACCESS,Data synthesis - Meta-analysis.,,,,,,,,,,,,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"Yes, the statement says that there is no conflict of interest",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T11:38:00Z,2022-02-28T00:00:00Z,Iran,NA,NA,2018,After-OS,http://doi.org/10.1186/s40862-018-0062-2,ab,lk,Asian-Pacific Journal of Second and Foreign Language Education,TRUE,
2022-02-28T11:47:41.717Z,1899-12-31T11:39:00Z,2022-02-28T00:00:00Z,AB,262119ee,There are no issues,"English, Serbian",NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"Yes, the statement says that the processed data are available",Supplementary materials hosted by the journal,Yes,No,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"Yes, materials or additional information about the method are freely available",Supplementary materials hosted by the journal,Yes,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T11:47:00Z,2022-02-28T00:00:00Z,Australia,Survey or interview,,2019,After-OS,http://doi.org/10.1016/j.linged.2019.04.005,ab,,Linguistics and Education,TRUE,
2022-02-28T11:55:34.163Z,1899-12-31T11:48:00Z,2022-02-28T00:00:00Z,AB,6e498852,There are no issues,English,NO ACCESS,Empirical data (specify the study type in the next step),"No, there is no preregistration. (GO TO SECTION 4)",,,,Text file,"No, raw data are not available.  (GO TO SECTION 4.6)",,,,"No, processed data are not available. (GO TO SECTION 5)",,,,"No, analysis scripts are not available. (GO TO SECTION 6)",,,"No, materials or additional information about the method are not available. (GO TO SECTION 7)",,,"No, there is no conflict of interest statement",There is no clear statement that the article reports a replication study (or studies),,1899-12-31T11:55:00Z,2022-02-28T00:00:00Z,Spain,"Experimental study, Survey or interview",,2018,After-OS,http://doi.org/10.1075/rcl.00019.kri,ab,,Review of Cognitive Linguistics,TRUE,
