Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Dimova, S.","19337001600","English in Macedonian commercial nomenclature",2008,"World Englishes",27,"1",,83,100,,7,10.1111/j.1467-971X.2008.00537.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40049108440&partnerID=40&md5=eba5d22ce17afd2c65d9cfcec7403d09",Article,Final,,Scopus,2-s2.0-40049108440
"Rudwick, S.","8304570900","""Coconuts"" and ""oreos"": English-speaking Zulu people in a South African township",2008,"World Englishes",27,"1",,101,116,,46,10.1111/j.1467-971X.2008.00538.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40049102149&partnerID=40&md5=f56acbc561344ecca2e3642104ad56b5",Article,Final,,Scopus,2-s2.0-40049102149
"Igboanusi, H.","14054063300","Empowering Nigerian Pidgin: A challenge for status planning?",2008,"World Englishes",27,"1",,68,82,,16,10.1111/j.1467-971X.2008.00536.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40049100180&partnerID=40&md5=4cb968dc11a0db6f71fe5788c2cf8bbf",Article,Final,,Scopus,2-s2.0-40049100180
"Irvine, A.","35996813000","Contrast and convergence in Standard Jamaican English: The phonological architecture of the standard in an ideologically bidialectal community",2008,"World Englishes",27,"1",,9,25,,14,10.1111/j.1467-971X.2008.00533.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40049097076&partnerID=40&md5=ecb8b0080da13776589bddb64e6a52b6",Article,Final,,Scopus,2-s2.0-40049097076
"Schell, M.","23767480900","Colinguals among bilinguals",2008,"World Englishes",27,"1",,117,130,,17,10.1111/j.1467-971X.2008.00539.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40049091621&partnerID=40&md5=128b19658f2664a181bcf8d8ae3fa8b3",Article,Final,,Scopus,2-s2.0-40049091621
"Kachru, Y.","13403576400","Language variation and corpus linguistics",2008,"World Englishes",27,"1",,1,8,,5,10.1111/j.1467-971X.2008.00532.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40049088935&partnerID=40&md5=1971c5b386184ca66f61ac6e9537b38e",Article,Final,,Scopus,2-s2.0-40049088935
"Rubdy, R., Mckay, S.L., Alsagoff, L., Bokhorst-heng, W.D.","22956704500; 22956066800; 22955641000; 22955663400","Enacting english language ownership in the outer circle: A study of Singaporean Indians' orientations to English norms",2008,"World Englishes",27,"1",,40,67,,18,10.1111/j.1467-971X.2008.00535.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40049085932&partnerID=40&md5=cc39396a96b39a1edf8eb490c4c19035",Article,Final,,Scopus,2-s2.0-40049085932
"Romeo, K.","23568566600","A web-based listening methodology for studying relative clause acquisition",2008,"Computer Assisted Language Learning",21,"1",,51,66,,9,10.1080/09588220701865508,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39449137087&partnerID=40&md5=59879fb37db3cd5b8ce628156a047fd1",Article,Final,,Scopus,2-s2.0-39449137087
"Ducate, L.C., Lomicka, L.L.","23567768200; 16313392000","Adventures in the blogosphere: From blog readers to blog writers",2008,"Computer Assisted Language Learning",21,"1",,9,28,,152,10.1080/09588220701865474,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39449124303&partnerID=40&md5=0cf99c3cb3ebe65af9e317fbbe9fb92f",Article,Final,,Scopus,2-s2.0-39449124303
"Shei, C.-C.","8592868300","Discovering the hidden treasure on the Internet: Using Google to uncover the veil of phraseology",2008,"Computer Assisted Language Learning",21,"1",,67,85,,21,10.1080/09588220701865516,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39449123270&partnerID=40&md5=6b306113a83bf36e5615ba081f1c4050",Article,Final,,Scopus,2-s2.0-39449123270
"Galloway, D., Peterson-Bidoshi, K.","23567553600; 23568616700","The case for dynamic exercise systems in language learning",2008,"Computer Assisted Language Learning",21,"1",,1,8,,5,10.1080/09588220701865433,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39449094850&partnerID=40&md5=804d7287c99752cc1acaddaf6cc8b431",Article,Final,,Scopus,2-s2.0-39449094850
"Niño, A.","23568459600","Evaluating the use of machine translation post-editing in the foreign language class",2008,"Computer Assisted Language Learning",21,"1",,29,49,,28,10.1080/09588220701865482,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39449092761&partnerID=40&md5=ba148a4487aee15e20bda03e242e4aed",Article,Final,,Scopus,2-s2.0-39449092761
"Kim, H.","57219215093","The semantic and pragmatic analysis of South Korean and Australian English apologetic speech acts",2008,"Journal of Pragmatics",40,"2",,257,278,,20,10.1016/j.pragma.2007.11.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39149123510&partnerID=40&md5=abeabe5f849a6a4eb547fcd3af93f491",Article,Final,,Scopus,2-s2.0-39149123510
"Svennevig, J.","35238676900","Trying the easiest solution first in other-initiation of repair",2008,"Journal of Pragmatics",40,"2",,333,348,,98,10.1016/j.pragma.2007.11.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39149121835&partnerID=40&md5=c10526bea7b52cf30d8d56c0e4ef14e1",Article,Final,,Scopus,2-s2.0-39149121835
"Hauser, E.","55758683100","Compliments and Compliment Responses: Grammatical Structure and Sequential Organization. Golato, Andrea, John Benjamins, Amsterdam/Philadelphia, 2005, 248 pages, USD 132, EUR 110",2008,"Journal of Pragmatics",40,"2",,381,384,,,10.1016/j.pragma.2007.11.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39149121163&partnerID=40&md5=9dba5c72a832625c94b8524ccc2f1a8e",Article,Final,,Scopus,2-s2.0-39149121163
"Chatwin, J.","6602831618","Pre-empting 'trouble' in the homoeopathic consultation",2008,"Journal of Pragmatics",40,"2",,244,256,,13,10.1016/j.pragma.2007.10.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39149111556&partnerID=40&md5=ec21eb6a99836f8c966996c0eceed79b",Article,Final,,Scopus,2-s2.0-39149111556
"Nureddeen, F.A.","23482087600","Cross cultural pragmatics: Apology strategies in Sudanese Arabic",2008,"Journal of Pragmatics",40,"2",,279,306,,38,10.1016/j.pragma.2007.11.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39149104006&partnerID=40&md5=114a017ce39e1dfe5868fe8a36c1972e",Article,Final,,Scopus,2-s2.0-39149104006
"Hougaard, G.R.","23050870000","Membership categorization in international business phonecalls. The importance of 'being international'",2008,"Journal of Pragmatics",40,"2",,307,332,,9,10.1016/j.pragma.2007.08.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39149101449&partnerID=40&md5=7b159f46dd20dd357eac9fec89dd0b37",Article,Final,,Scopus,2-s2.0-39149101449
"Sikka, T.","23490608400","Pragmatics, poststructuralism, and hermeneutics: An examination of discursive-consensus formation and its ethical implications",2008,"Journal of Pragmatics",40,"2",,227,243,,1,10.1016/j.pragma.2006.11.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949210735&partnerID=40&md5=552f538de7a99dc9b6507cdd56bc365f",Article,Final,,Scopus,2-s2.0-38949210735
"Cap, P.","23394568800","Explorations in the Semantics/Pragmatics Interface. Maj-Britt Mosegaard Hansen and Ken Turner, Copenhagen: C.A. Reitzels Forlag, 2006 (pb), 268 pp., DKK 200 (Acta Linguistica Hafniensia, vol. 38, ISSN 0374-0463)",2008,"Journal of Pragmatics",40,"2",,377,380,,,10.1016/j.pragma.2007.10.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949149371&partnerID=40&md5=480d49c52415fb3111edb1d754266b71",Article,Final,,Scopus,2-s2.0-38949149371
"Guillot, M.-N.","8717723600","Freedoms and constraints in semi-institutional television discussions: The case of mixed format panel discussions",2008,"Journal of Pragmatics",40,"2",,179,204,,3,10.1016/j.pragma.2007.07.016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949133839&partnerID=40&md5=2c19c78f771aace5b4e3e045954d30c4",Article,Final,,Scopus,2-s2.0-38949133839
"Van Gijsel, S., Speelman, D., Geeraerts, D.","23490635700; 23490476900; 15026332500","Style shifting in commercials",2008,"Journal of Pragmatics",40,"2",,205,226,,23,10.1016/j.pragma.2007.01.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949102696&partnerID=40&md5=cf6cad0faae604120ca78c55f9a19823",Article,Final,,Scopus,2-s2.0-38949102696
"Van Canegem-Ardijns, I., Van Belle, W.","14065372400; 7801684512","Conditionals and types of conditional perfection",2008,"Journal of Pragmatics",40,"2",,349,376,,10,10.1016/j.pragma.2006.11.007,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949091764&partnerID=40&md5=4e41d2e04304275c51983e5abea0b410",Article,Final,,Scopus,2-s2.0-38949091764
"White, W.J.","57188633286","The interlocutor's dilemma: The place of strategy in dialogic theory",2008,"Communication Theory",18,"1",,5,26,,13,10.1111/j.1468-2885.2007.00311.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38349175600&partnerID=40&md5=86bc58e84701d08cd416b75bb7d98e36",Article,Final,,Scopus,2-s2.0-38349175600
"Kim, J., Kim, E.J.","55762153700; 56389965000","Theorizing dialogic deliberation: Everyday political talk as communicative action and dialogue",2008,"Communication Theory",18,"1",,51,70,,113,10.1111/j.1468-2885.2007.00313.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38349172933&partnerID=40&md5=6f468019d9a9842d3f4c0104860bdf97",Article,Final,,Scopus,2-s2.0-38349172933
"Simpson, J.L.","55448739200","The color-blind double bind: Whiteness and the (Im) possibility of dialogue",2008,"Communication Theory",18,"1",,139,159,,52,10.1111/j.1468-2885.2007.00317.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38349171183&partnerID=40&md5=b8f0c1043da7804d6e44cfd9952bacbd",Article,Final,,Scopus,2-s2.0-38349171183
"Heidlebaugh, N.J.","57217956004","Invention and public dialogue: Lessons from rhetorical theories",2008,"Communication Theory",18,"1",,27,50,,18,10.1111/j.1468-2885.2007.00312.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38349166644&partnerID=40&md5=a65d5193066fef62c02742cd114e935c",Article,Final,,Scopus,2-s2.0-38349166644
"Herrmann, A.F.","8688788400","Kierkegaard and dialogue: The communication of capability",2008,"Communication Theory",18,"1",,71,92,,8,10.1111/j.1468-2885.2007.00314.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38349139179&partnerID=40&md5=6ad9508cd107bc40158820af117c2144",Article,Final,,Scopus,2-s2.0-38349139179
"Black, L.W.","57204330842","Deliberation, storytelling, and dialogic moments",2008,"Communication Theory",18,"1",,93,116,,111,10.1111/j.1468-2885.2007.00315.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38349132984&partnerID=40&md5=80983a373271f43ac699fe0e4e939384",Article,Final,,Scopus,2-s2.0-38349132984
"Poulos, C.N.","13204689400","Accidental dialogue",2008,"Communication Theory",18,"1",,117,138,,15,10.1111/j.1468-2885.2007.00316.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38349126691&partnerID=40&md5=689f5c49f38389a89069bc164f4fcc5b",Article,Final,,Scopus,2-s2.0-38349126691
"Blatt, A.J.","37082674500","The play's the thing: Marivaux and the Banlieue in Abdellatif Kechiche's L'Esquive",2008,"French Review",81,"3",,516,527,,5,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61249623755&partnerID=40&md5=b6cd912bc034846c122a9c45dd921875",Article,Final,,Scopus,2-s2.0-61249623755
"Weber-Fève, S.A.","26038556500","Assia Djebar as film theorist in ""Touchia: Ouverture"" and Ces voix qui m'assiègent",2008,"French Review",81,"3",,542,550,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61249587153&partnerID=40&md5=145a0f148fe2556af044c595cd66fb52",Article,Final,,Scopus,2-s2.0-61249587153
"Hope, G.R.","26038327700","Reading an artist's book of poems: The Florilège des Amours de Ronsard by Henri Matisse",2008,"French Review",81,"3",,552,562,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61249553811&partnerID=40&md5=8ffd18d2945422e3afe3839f593448d7",Article,Final,,Scopus,2-s2.0-61249553811
"Green, M.J.","55479507700","Reworking autobiography: Malika Mokeddem's double life",2008,"French Review",81,"3",,530,541,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-61249435579&partnerID=40&md5=706bdd7bad5e8b355dde56c8bbb4e113",Article,Final,,Scopus,2-s2.0-61249435579
"Kem, J.","26036158600","Est-ce qu'On connaît la chanson? Teaching the Langage commun of a French musical",2008,"French Review",81,"3",,486,498,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-51249126953&partnerID=40&md5=53b3db7209c069e1a3e165b60f4b80b2",Article,Final,,Scopus,2-s2.0-51249126953
"Chinnery, G.M.","51561309500","You've got some GALL: Google-assisted language learning",2008,"Language Learning and Technology",12,"1",,3,11,,10,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39749176986&partnerID=40&md5=aecfd3bc94a28db78a74c2b248bd7941",Article,Final,,Scopus,2-s2.0-39749176986
"Godwin-Jones, R.","8310138000","Emerging technologies of elastic clouds and treebanks: New opportunities for content-based and data-driven language learning",2008,"Language Learning and Technology",12,"1",,12,18,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39749143208&partnerID=40&md5=d08eb5b21781b38e3ca223ccc6eba9c3",Article,Final,,Scopus,2-s2.0-39749143208
"Ware, P.D., O'Dowd, R.","13104949100; 7003631190","Peer feedback on language form in telecollaboration",2008,"Language Learning and Technology",12,"1",,43,63,,128,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39749109331&partnerID=40&md5=217a975bea980cd9bc0dd66799a971ed",Article,Final,,Scopus,2-s2.0-39749109331
"Smith, B.","55476058700","Methodological hurdles in capturing CMC data: The case of the missing self-repair",2008,"Language Learning and Technology",12,"1",,85,103,,64,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39749089231&partnerID=40&md5=3e26f6a715219c350ac83b9e12478c92",Article,Final,,Scopus,2-s2.0-39749089231
"Kitade, K.","23667724800","The role of offline metalanguage talk in asynchronous computer-mediated communication",2008,"Language Learning and Technology",12,"1",,64,84,,23,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39749088713&partnerID=40&md5=a2f220a0be12d44757fa66149d39b7be",Article,Final,,Scopus,2-s2.0-39749088713
"Barbieri, F.","17344910800","Patterns of age-based linguistic variation in American English",2008,"Journal of Sociolinguistics",12,"1",,58,88,,36,10.1111/j.1467-9841.2008.00353.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949195003&partnerID=40&md5=c500ead34ea77a45525c827a0cde5047",Article,Final,,Scopus,2-s2.0-38949195003
"Dodsworth, R.","16506031600","Sociological consciousness as a component of linguistic variation",2008,"Journal of Sociolinguistics",12,"1",,34,57,,11,10.1111/j.1467-9841.2008.00352.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949162906&partnerID=40&md5=b91d16c3406ba4793f3ff77a751d0738",Article,Final,,Scopus,2-s2.0-38949162906
"Precht, K.","23489803000","Sex similarities and differences in stance in informal American conversation",2008,"Journal of Sociolinguistics",12,"1",,89,111,,12,10.1111/j.1467-9841.2008.00354.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949147773&partnerID=40&md5=47b76e91652302c3eac00238b9bffd96",Article,Final,,Scopus,2-s2.0-38949147773
"Johnstone, B., Kiesling, S.F.","7101757097; 6507426806","Indexicality and experience: Exploring the meanings of /aw/-monophthongization in Pittsburgh",2008,"Journal of Sociolinguistics",12,"1",,5,33,,140,10.1111/j.1467-9841.2008.00351.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949094897&partnerID=40&md5=ca408e4b5b61f0f9c741be3fb27c2bc1",Article,Final,,Scopus,2-s2.0-38949094897
"Blasius, J., Friedrichs, J.","6602314809; 6701483697","Lifestyles in distressed neighborhoods. A test of Bourdieu's ""taste of necessity"" hypothesis",2008,"Poetics",36,"1",,24,44,,36,10.1016/j.poetic.2007.12.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41549156873&partnerID=40&md5=88e6a276aea637f10bd271cbcf17fbb6",Article,Final,,Scopus,2-s2.0-41549156873
"Baumann, S.","23099346400","The moral underpinnings of beauty: A meaning-based explanation for light and dark complexions in advertising",2008,"Poetics",36,"1",,2,23,,42,10.1016/j.poetic.2007.11.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41549152155&partnerID=40&md5=083aec6d2247906960316a25611f6b6c",Article,Final,,Scopus,2-s2.0-41549152155
"O'Neil, K.M.","35478615500","Bringing art to market: The diversity of pricing styles in a local art market",2008,"Poetics",36,"1",,94,113,,9,10.1016/j.poetic.2007.12.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41549148600&partnerID=40&md5=a132a4daae14933df554ee3e489554c6",Article,Final,,Scopus,2-s2.0-41549148600
"Becher, D.","23979644600","Narrating and naming positive agents. Storytelling by Philadelphia postwar political elite",2008,"Poetics",36,"1",,72,93,,1,10.1016/j.poetic.2008.02.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41549122730&partnerID=40&md5=dad39c9f78faecd1f133ad3f0684dc45",Article,Final,,Scopus,2-s2.0-41549122730
"Prieur, A., Rosenlund, L., Skjott-Larsen, J.","25028351100; 23983664400; 23983492200","Cultural capital today. A case study from Denmark",2008,"Poetics",36,"1",,45,71,,148,10.1016/j.poetic.2008.02.008,"https://www.scopus.com/inward/record.url?eid=2-s2.0-41549118837&partnerID=40&md5=3b6a9590fd2971debf7b3896ed1594b3",Article,Final,,Scopus,2-s2.0-41549118837
"Walker-Dalhouse, D., Risko, V.J.","6507521867; 6507636713","Learning from literacy successes in high-achieving urban schools",2008,"Reading Teacher",61,"5",,422,424,,4,10.1598/RT.61.5.7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40149109372&partnerID=40&md5=c91d0660c5baff4361d60c58d74f2fc5",Article,Final,,Scopus,2-s2.0-40149109372
"Afflerbach, P., Pearson, P.D., Paris, S.G.","6506918379; 7202175717; 7101830228","Clarifying differences between reading skills and reading strategies",2008,"Reading Teacher",61,"5",,364,373,,229,10.1598/RT.61.5.1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40149107465&partnerID=40&md5=de45ed738179d1b9daa9900e974d6e8b",Article,Final,,Scopus,2-s2.0-40149107465
"Manyak, P.C., Bauer, E.B.","16064659600; 22949712700","Explicit code and comprehension instruction for english learners",2008,"Reading Teacher",61,"5",,432,434,,4,10.1598/RT.61.5.9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40149106537&partnerID=40&md5=d8c5e703f617778b2b12a54a2a3d4515",Article,Final,,Scopus,2-s2.0-40149106537
"Santoro, L.E., Chard, D.J., Howard, L., Baker, S.K.","12795165000; 7004057757; 23768077200; 7403307970","Making the very most of classroom read-alouds to promote comprehension and vocabulary",2008,"Reading Teacher",61,"5",,396,408,,39,10.1598/RT.61.5.4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40149094075&partnerID=40&md5=018a8df4ae0d4e3a30b57ddbbbf6665d",Article,Final,,Scopus,2-s2.0-40149094075
"Mays, L.","23768321500","The cultural divide of discourse: Understanding how english-language learners' primary discourse influences acquisition of literacy",2008,"Reading Teacher",61,"5",,415,418,,12,10.1598/RT.61.5.6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40149090715&partnerID=40&md5=8d4726c73159fbad8f6d29c40cf4da98",Article,Final,,Scopus,2-s2.0-40149090715
"Yopp, H.K., Stapleton, L.","6506452080; 23768483900","Conciencia fonémica en español phonemic awareness in Spanish",2008,"Reading Teacher",61,"5",,374,382,,4,10.1598/RT.61.5.2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40149090379&partnerID=40&md5=64224360743a9040dca72e994a136336",Article,Final,,Scopus,2-s2.0-40149090379
"Sturgell, I.","23768368900","Touchstone texts: Fertile ground for creativity",2008,"Reading Teacher",61,"5",,411,414,,9,10.1598/RT.61.5.5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40149089742&partnerID=40&md5=0607d02c122b8f2102a9a57d34993f9d",Article,Final,,Scopus,2-s2.0-40149089742
"Fitzharris, L., Jones, M.B., Crawford, A.","56853627000; 56332115400; 51561199900","Teacher knowledge matters in supporting young readers",2008,"Reading Teacher",61,"5",,384,394,,5,10.1598/RT.61.5.3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40149086266&partnerID=40&md5=a266f09231c7fb9c4155bb04c7c04ac2",Article,Final,,Scopus,2-s2.0-40149086266
"Harris, V.J.","7102072276","Selecting books that children will want to read",2008,"Reading Teacher",61,"5",,426,430,,11,10.1598/RT.61.5.8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-40149085758&partnerID=40&md5=b461e97660381821f91468cd4182c1a6",Article,Final,,Scopus,2-s2.0-40149085758
"Albl, M.","55357031300","The image of the Jews in Ps.-Gregory of Nyssa's testimonies against the Jews",2008,"Vigiliae Christianae",62,"2",,161,186,,,10.1163/157007207X235155,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39549113451&partnerID=40&md5=cd84c2422c52ebf945f9d79805717777",Article,Final,,Scopus,2-s2.0-39549113451
"Kotzé, A.","23569725900","The 'anti-manichaean' passage in confessions 3 and its 'manichaean audience'",2008,"Vigiliae Christianae",62,"2",,187,200,,12,10.1163/157007208X247665,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39549085730&partnerID=40&md5=06322cf6e6d53d61e835f94fa61a75ff",Article,Final,,Scopus,2-s2.0-39549085730
"Ameling, W.","56241082500","The Christian lapsi in Smyrna, 250 A.D. (Martyrium Pionii 12-14)",2008,"Vigiliae Christianae",62,"2",,133,160,,7,10.1163/157007207X235173,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39449126222&partnerID=40&md5=42f0ccaf3be85013f79e71287af1dd17",Article,Final,,Scopus,2-s2.0-39449126222
"Steenberg, M.C.","23568421700","Impatience and humanity's sinful state in tertullian of carthage",2008,"Vigiliae Christianae",62,"2",,107,132,,2,10.1163/157007208X247674,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39449121952&partnerID=40&md5=91d6ef33e66b833a329232c50da47948",Article,Final,,Scopus,2-s2.0-39449121952
"Liker, M., Gibbon, F.","12139046800; 7004123277","Tongue palate contact patterns of velar stops in normal adult English speakers",2008,"Clinical Linguistics and Phonetics",22,"2",,137,148,,18,10.1080/02699200701799684,"https://www.scopus.com/inward/record.url?eid=2-s2.0-39049104794&partnerID=40&md5=b968b02530af1eba941e0e2a166bf79f",Article,Final,,Scopus,2-s2.0-39049104794
"Halonen, M., Sorjonen, M.-L.","56659232000; 23490423400","Using niin-interrogative to treat the prior speaker's action as an exaggeration",2008,"Discourse Studies",10,"1",,37,53,,6,10.1177/1461445607085584,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949212755&partnerID=40&md5=eb7a49a93b94f03b57c921ac744d8111",Article,Final,,Scopus,2-s2.0-38949212755
"Monzoni, C.M.","23489526400","Introducing direct complaints through questions: The interactional achievement of 'pre-sequences'?",2008,"Discourse Studies",10,"1",,73,87,,32,10.1177/1461445607085591,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949205701&partnerID=40&md5=980cd4c5ae99a1ac2572af3121e4164a",Article,Final,,Scopus,2-s2.0-38949205701
"Egbert, M., Vge, M.","57213378938; 23490311400","Wh-interrogative formats used for questioning and beyond: German warum (why) and wieso (why) and English why",2008,"Discourse Studies",10,"1",,17,36,,30,10.1177/1461445607085583,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949147167&partnerID=40&md5=9c44a33773f037a0afa4a0c4e147f7f0",Article,Final,,Scopus,2-s2.0-38949147167
"Steensig, J., Larsen, T.","23490446100; 57196564243","Affiliative and disaffiliative uses of you say x questions",2008,"Discourse Studies",10,"1",,113,133,,27,10.1177/1461445607085593,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949142391&partnerID=40&md5=06f64b718acbf72e1683610263dc3d01",Article,Final,,Scopus,2-s2.0-38949142391
"Steensig, J., Drew, P.","23490446100; 35846200300","Introduction: Questioning and affiliation/ disaffiliation in interaction",2008,"Discourse Studies",10,"1",,5,15,,79,10.1177/1461445607085581,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949107419&partnerID=40&md5=72234de5017971d66a0e35a3fa97215c",Review,Final,,Scopus,2-s2.0-38949107419
"Heinemann, T.","13403599300","Questions of accountability: Yes-no interrogatives that are unanswerable",2008,"Discourse Studies",10,"1",,55,71,,54,10.1177/1461445607085590,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38949102063&partnerID=40&md5=d43bfe7b524182186f7e2cd3c993b40b",Article,Final,,Scopus,2-s2.0-38949102063
"Patel, R., Schell, K.W.","35238107300; 23486270300","The influence of linguistic content on the Lombard effect",2008,"Journal of Speech, Language, and Hearing Research",51,"1",,209,220,,69,10.1044/1092-4388(2008/016),"https://www.scopus.com/inward/record.url?eid=2-s2.0-38849146557&partnerID=40&md5=81215e2d2f851afe2b3bc4654161c80c",Article,Final,,Scopus,2-s2.0-38849146557
"Spaulding, T.J., Plante, E., Vance, R.","12765716400; 7006033316; 7103176344","Sustained selective attention skills of preschool children with specific language impairment: Evidence for separate attentional capacities",2008,"Journal of Speech, Language, and Hearing Research",51,"1",,16,34,,105,10.1044/1092-4388(2008/002),"https://www.scopus.com/inward/record.url?eid=2-s2.0-38849122196&partnerID=40&md5=9c89a000f746464ec878022ed9ddda33",Article,Final,,Scopus,2-s2.0-38849122196
"Conti-Ramsden, G., Botting, N., Durkin, K.","7003644785; 56237530700; 7003335814","Parental perspectives during the transition to adulthood of adolescents with a history of Specific Language Impairment (SLI)",2008,"Journal of Speech, Language, and Hearing Research",51,"1",,84,96,,26,10.1044/1092-4388(2008/006),"https://www.scopus.com/inward/record.url?eid=2-s2.0-38849115904&partnerID=40&md5=c4c098af2fdf5dd3d1bd4eb0c3104d28",Article,Final,,Scopus,2-s2.0-38849115904
"Conti-Ramsden, G., Durkin, K.","7003644785; 7003335814","Language and independence in adolescents with and without a history of Specific Language Impairment (SLI)",2008,"Journal of Speech, Language, and Hearing Research",51,"1",,70,83,,48,10.1044/1092-4388(2008/005),"https://www.scopus.com/inward/record.url?eid=2-s2.0-38849108279&partnerID=40&md5=6b9772e6a0d09f4ab85e556c46be7213",Article,Final,,Scopus,2-s2.0-38849108279
"Smith, A.R.","55574204339","Dialogue in agony: The problem of communication in authoritarian regimes",2008,"Communication Theory",18,"1",,160,185,,13,10.1111/j.1468-2885.2007.00318.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-38349158035&partnerID=40&md5=905b27acd3474dc8bf1eb059e699acd2",Article,Final,,Scopus,2-s2.0-38349158035
"Seidl, A., Johnson, E.K.","15045491300; 26646479100","Boundary alignment enables 11-month-olds to segment vowel initial words from speech",2008,"Journal of Child Language",35,"1",,1,24,,34,10.1017/S0305000907008215,"https://www.scopus.com/inward/record.url?eid=2-s2.0-37849052799&partnerID=40&md5=0170df5a4496428f979f6005a6c41333",Article,Final,,Scopus,2-s2.0-37849052799
"Demuth, K., Tremblay, A.","55918708300; 35849305100","Prosodically-conditioned variability in children's production of French determiners",2008,"Journal of Child Language",35,"1",,99,127,,70,10.1017/S0305000907008276,"https://www.scopus.com/inward/record.url?eid=2-s2.0-37849044966&partnerID=40&md5=8b7de9d4b99de7f5dc78ebe3f5de929e",Article,Final,,Scopus,2-s2.0-37849044966
"Brooks, R., Meltzoff, A.N.","7402358707; 7003567271","Infant gaze following and pointing predict accelerated vocabulary growth through two years of age: A longitudinal, growth curve modeling study",2008,"Journal of Child Language",35,"1",,207,220,,157,10.1017/S030500090700829X,"https://www.scopus.com/inward/record.url?eid=2-s2.0-37849035274&partnerID=40&md5=1f19c2d6e484069911abac7ed5427b13",Article,Final,,Scopus,2-s2.0-37849035274
