row_num,ID,clickable_doi,Title,Year,Authors,year_split,first_code_initials,first_code_include,first_code_reason,second_code_include,second_code_reason,second_code_initials
1138,,http://doi.org/10.7592/EJHR2019.7.2.bendi,Hybrid humour as cultural translation: The example of Beur humour,2019,"Bendi, M.",After-OS,emb 187,Yes,NA,NA,NA,NA
1139,,http://doi.org/10.1007/s10583-017-9326-6,The Influence of the Arab Spring on Arabic YA Literature,2019,"Anati, N.",After-OS,emb 188,Yes,NA,NA,NA,NA
1140,,http://doi.org/10.1075/wll.00009.buc,Core syllables vs. Moraic writing,2018,"Buckley, E.",After-OS,emb 189,No Access,NA,NA,NA,NA
1141,,http://doi.org/,"Reading Malaysian literature in the twenty-first century: Familiar concerns, new directions",2018,"Ng, A.H.S.",After-OS,emb 190,No,editorial,NA,NA,NA
1142,,http://doi.org/10.22210/govor.2018.35.10,Synchronised and non-synchronised articulation of Polish nasals ą and ę in child and adult speech,2018,"Kudera, J.",After-OS,emb 191,Yes,NA,NA,NA,NA
1143,,http://doi.org/10.1215/00031283-7271217,Introduction: Changing perceptions of southernness,2018,"Cramer, J., Preston, D.R.",After-OS,emb 192,Yes,NA,NA,NA,NA
1144,,http://doi.org/10.1163/1568525X-12342235,Searching for a Foil to Charicleia: Heliodorus' Aethiopica and the Homeric Hymns to Demeter,2018,"Ciocani, V.E.",After-OS,emb 193,No,literature,NA,NA,NA
1145,,http://doi.org/10.1162/coli_a_00334,Interactional stancetaking in online forums,2018,"Kiesling, S.F., Pavalanathan, U., Fitzpatrick, J., Han, X., Eisenstein, J.",After-OS,emb 194,Yes,NA,NA,NA,NA
1146,,http://doi.org/10.3917/ls.165.0095,"Language, communication, and the politics of hope: Solidarity and work in the Italian migration infrastructure",2018,"Percio, A.D.",After-OS,emb 195,Yes,NA,NA,NA,NA
1147,,http://doi.org/10.1177/0033688217746205,Drama for L2 Speaking and Language Anxiety: Evidence from Brazilian EFL Learners,2018,"Galante, A.",After-OS,emb 196,Yes,NA,NA,NA,NA
1148,,http://doi.org/10.1075/is.18008.fan,Decentralized fuzzy linguistic control of multiple robotic manipulators with guaranteed global stability,2019,"Fan, Y., Wang, W., Jiang, X., Li, Z.",After-OS,emb 197,No Access,NA,NA,NA,NA
1149,,http://doi.org/10.1007/s11061-017-9548-2,"Your eigning hert: A Hapax Legomenon in Cursor Mundi, Line 28339",2018,"Barootes, B.S.W.",After-OS,emb 198,Yes,NA,NA,NA,NA
1150,,http://doi.org/10.3758/s13414-017-1463-x,Symmetry and its role in the crossmodal correspondence between shape and taste,2018,"Turoman, N., Velasco, C., Chen, Y.-C., Huang, P.-C., Spence, C.",After-OS,emb 199,No,perception,NA,NA,NA
1151,,http://doi.org/10.7311/0860-5734.28.1.07,No more uncertain: The future of the Gurkhas in the British army,2019,"Stanik, P.",After-OS,emb 200,No,politics history,NA,NA,NA
1152,,http://doi.org/10.1016/j.pragma.2018.08.021,Emergent multiplicities of self- and other-construction in Korean workplace-based television dramas,2018,"Kim, M., Strauss, S.",After-OS,iac 101,Yes,NA,NA,NA,NA
1153,,http://doi.org/10.13173/centasiaj.61.1.0151,Pelliot Tibétain 986: New approaches to a Tibetan paraphrase of a Chinese classic among Dunhuang manuscripts,2018,"Garatti, E.",After-OS,iac 102,No Access,NA,NA,NA,NA
1154,,http://doi.org/10.12697/SSS.2018.46.4.06,Differentiation of language functions during language acquisition based on Roman Jakobson's communication model,2018,"Linask, L.",After-OS,iac 103,Yes,NA,NA,NA,NA
1155,,http://doi.org/10.1080/13556509.2019.1578549,"Gigliola Sulis speaks to Ann Goldstein: writing locally, translating globally",2019,"Sulis, G.",After-OS,iac 104,Unsure,translation,NA,NA,NA
1156,,http://doi.org/,A quantitative lexical study on commercial english,2019,"Gao, Z.",After-OS,iac 105,Yes,NA,NA,NA,NA
1157,,http://doi.org/10.1017/S026607841800038X,The top 100 Chinese loanwords in English today,2019,"Zhong, A.I.",After-OS,iac 106,Yes,NA,NA,NA,NA
1158,,http://doi.org/10.1017/S0142716419000018,"Unraveling the complexity of the relations of metalinguistic skills to word reading with struggling adult readers: Shared, independent, and interactive effects",2019,"Tighe, E.L., Fernandes, M.A.",After-OS,iac 107,Yes,NA,NA,NA,NA
1159,,http://doi.org/,Women's language in the communicative styles of female lecturers in Indonesian university context,2019,"Mahmud, M., Nur, S.",After-OS,iac 108,No Access,NA,NA,NA,NA
1160,,http://doi.org/10.1016/j.jcomdis.2018.04.006,Effects of measurement method and transcript availability on inexperienced raters’ stuttering frequency scores,2018,"Chakraborty, N., Logan, K.J.",After-OS,iac 109,Unsure,stuttering frequency measurments,NA,NA,NA
1161,,http://doi.org/10.1080/08934215.2019.1634747,Strategic Message Convergence in Communicating Biosecurity: The Case of the 2013 Porcine Epidemic Diarrhea Virus,2019,"Sellnow, D.D., Sellnow, T.L., Martin, J.M.",After-OS,iac 110,Unsure,message convergence theory,NA,NA,NA
1162,,http://doi.org/10.18778/2083-8530.20.02,Introduction: Sailing along intermedial rivers,2019,"Matei-Chesnoiu, M., Hao, T.",After-OS,iac 111,No,lit review,NA,NA,NA
1163,,http://doi.org/10.1080/14992027.2018.1514537,Negative hearing effects of a single course of IV aminoglycoside therapy in cystic fibrosis patients,2018,"Gleser, M.A., Zettner, E.M.",After-OS,iac 112,No,audition; CF patients,NA,NA,NA
1164,,http://doi.org/10.37237/100402,Establishing online synchronous support for self-access language learning,2019,"Andersson, S., Nakahashi, M.",After-OS,iac 113,Yes,NA,NA,NA,NA
1165,,http://doi.org/10.1111/mila.12184,Subjectivity in gradable adjectives: The case of tall and heavy,2018,"Verheyen, S., Dewil, S., Égré, P.",After-OS,iac 114,Yes,NA,NA,NA,NA
1166,,http://doi.org/10.1515/caslar-2018-0009,Profiling L2 writing development: The case of CFL learners in intermediate classes,2018,"Yang, L., Zhao, Z.",After-OS,iac 115,No Access,NA,NA,NA,NA
1167,,http://doi.org/10.1093/applin/amw001,Exploring Inner Speech as a Psycho-educational Resource for Language Learning Advisors,2018,"McCarthy, T.M.",After-OS,iac 116,Yes,NA,NA,NA,NA
1168,,http://doi.org/10.1080/14992027.2017.1294768,An individualised acoustically transparent earpiece for hearing devices,2018,"Denk, F., Hiipakka, M., Kollmeier, B., Ernst, S.M.A.",After-OS,iac 117,No,hearing devices,NA,NA,NA
1169,,http://doi.org/10.1016/j.specom.2018.05.001,Automatic context window composition for distant speech recognition,2018,"Ravanelli, M., Omologo, M.",After-OS,iac 118,Yes,NA,NA,NA,NA
1170,,http://doi.org/10.1163/18773109-201810012,What's really going on with the ham sandwich? An investigation into the nature of referential metonymy,2019,"Bowerman, J.",After-OS,iac 119,Yes,NA,NA,NA,NA
1171,,http://doi.org/10.21638/11701/spbu20.2019.110,Translation multiplicity and retranslation hypothesis revisited: 'Fathers ans sons' in Dutch (Translations of 1870-1919) | ЕЩЕ РАЗ О ПЕРЕВОДЧЕСКОЙ МНОЖЕСТВЕННОСТИ И ГИПОТЕЗЕ ПОВТОРНОГО ПЕРЕВОДА: «ОТЦЫ И ДЕТИ» В НИДЕРЛАНДАХ (ПЕРЕВОДЫ 1870-1919 гг.),2019,"Michajlova, I., Rubtsova, S.",After-OS,iac 120,No Access,NA,NA,NA,NA
1172,,http://doi.org/10.1515/les-2019-0020,"Metadiscourse Features in two English Translations of the Holy Quran: A Comparative, Corpus-based Inquiry",2019,"Vasheghani Farahani, M., Dastjerdi, H.V.",After-OS,iac 121,No Access,NA,NA,NA,NA
1173,,http://doi.org/10.1080/23273798.2018.1484148,Eyetracking of coarticulatory cue responses in children and adults,2018,"Cross, A.M., Joanisse, M.F.",After-OS,iac 122,Yes,NA,NA,NA,NA
1174,,http://doi.org/,Where is ‘east of eden’?: The politics of steinbeck’s literary reputation in Slovenia,2018,"Čerče, D.",After-OS,iac 123,No Access,NA,NA,NA,NA
1175,,http://doi.org/10.17509/ijal.v8i1.11458,"Working memory capacity, content familiarity, and university EFL students' reading comprehension",2018,"Heriyawati, D.F., Saukah, A., Widiati, U.",After-OS,iac 124,No Access,NA,NA,NA,NA
1176,,http://doi.org/10.1016/j.pragma.2017.10.017,“What's it called in Norwegian?” Acquiring L2 vocabulary items in the workplace,2018,"Svennevig, J.",After-OS,iac 125,Yes,NA,NA,NA,NA
1177,,http://doi.org/10.1080/13670050.2019.1689917,English-medium instruction in higher education and the ELT gaze: STEM lecturers’ self-positioning as NOT English language teachers,2019,"Block, D., Moncada-Comas, B.",After-OS,iac 126,Yes,NA,NA,NA,NA
1178,,http://doi.org/10.1007/s10936-019-09654-x,Children’s Comprehension of Irony: Studies on Polish-Speaking Preschoolers,2019,"Banasik-Jemielniak, N., Bokus, B.",After-OS,iac 127,Yes,NA,NA,NA,NA
1179,,http://doi.org/10.1163/24055069-00402002,From Pansophia to panorthosia: The evolution of Comenius's pansophic conception,2019,"Čížek, J.",After-OS,iac 128,No,lit review,NA,NA,NA
1180,,http://doi.org/,Probability distribution of causal linguistic features,2019,"Ma, H., Liu, H.",After-OS,iac 129,No Access,NA,NA,NA,NA
1181,,http://doi.org/10.1086/694609,An alternative reconstruction of Proto-Totonac-Tepehua,2018,"MacKay, C.J., Trechsel, F.R.",After-OS,iac 130,Yes,NA,NA,NA,NA
1182,,http://doi.org/10.1007/s10936-018-9612-5,Predictive Language Processing in Preschool Children with Autism Spectrum Disorder: An Eye-Tracking Study,2019,"Zhou, P., Zhan, L., Ma, H.",After-OS,iac 131,Yes,NA,NA,NA,NA
1183,,http://doi.org/10.1590/2317-1782/20182018001,Effects of cochlear implantation on adulthood | Repercussões do implante coclear na vida adulta,2018,"Vieira, S.S., Dupas, G., Chiari, B.M.",After-OS,iac 132,No Access,NA,NA,NA,NA
1184,,http://doi.org/10.1002/tesj.382,Revisiting the form of teacher–researcher collaboration in the field of TESOL,2018,"Davari Torshizi, M.",After-OS,iac 133,No,teacher-researcher collaboration,NA,NA,NA
1185,,http://doi.org/10.1093/jos/ffx016,The scalar inferences of strong scalar terms under negative quantifiers and constraints on the theory of alternatives,2018,"Gotzner, N., Romoli, J.",After-OS,iac 134,Yes,NA,NA,NA,NA
1186,,http://doi.org/10.1093/llc/fqy013,Evaluation of text representation schemes and distance measures for authorship linking,2019,"Kocher, M., Savoy, J.",After-OS,iac 135,Unsure,authorship linking,NA,NA,NA
1187,,http://doi.org/10.1080/23268263.2018.1468306,The Role of the Production Voice Coach in Contemporary Australian Theatre,2018,"Masterton, S.",After-OS,iac 136,No,Voice & theatre,NA,NA,NA
1188,,http://doi.org/10.1353/mln.2018.0005,Boiardo and Ariosto in contemporary Sicilian puppet theater and the Tuscan-Emilian Epic Maggio,2018,"Cavallo, J.A.",After-OS,iac 137,No,Theatre review,NA,NA,NA
1189,,http://doi.org/10.1007/s11049-018-9436-x,Definiteness determined by syntax: A case study in Tagalog,2019,"Collins, J.N.",After-OS,iac 138,Yes,NA,NA,NA,NA
1190,,http://doi.org/10.1080/0907676X.2018.1549574,Using translation strategies to solve cultural translation problems. Differences between students and professional translators,2019,"Olalla-Soler, C.",After-OS,iac 139,Unsure,translation & culture,NA,NA,NA
1191,,http://doi.org/10.1080/15348458.2018.1441029,Motivations of Chinese Learners of Japanese in Mainland China,2018,"Gao, X.A., Lv, L.",After-OS,iac 140,Unsure,culture and language learning motivations,NA,NA,NA
1192,,http://doi.org/10.17509/ijal.v7i3.9824,Unraveling the challenges of Indonesian novice teachers of English,2018,"Widiati, U., Suryati, N., Hayati, N.",After-OS,iac 141,No,teaching practices/management,NA,NA,NA
1193,,http://doi.org/10.1044/2019_LSHSS-VOIA-18-0127,Key elements of robust vocabulary instruction for emergent bilingual adolescents,2019,"Crosson, A.C., McKeown, M.G., Robbins, K.P., Brown, K.J.",After-OS,iac 142,Yes,NA,NA,NA,NA
1194,,http://doi.org/10.1353/lan.2018.0034,Deponency in finite and nonfinite contexts,2018,"Grestenberger, L.",After-OS,iac 143,Yes,NA,NA,NA,NA
1195,,http://doi.org/10.5817/GLB2019-1-13,Μετέρη ρχθεν γενεή: Redefining ethnic identity in the cult origins and mythical aetiologies of Rhianus' ethnographical poetry,2019,"Spanakis, M.",After-OS,iac 144,No,ethnographic poetry,NA,NA,NA
1196,,http://doi.org/,"Discourse particles, interaction and enunciative approach",2018,"Rodríguez, V.G.",After-OS,iac 145,Yes,NA,NA,NA,NA
1197,,http://doi.org/10.1016/j.cognition.2018.07.005,Adaptation to other people's eye gaze reflects habituation of high-level perceptual representations,2018,"Palmer, C.J., Clifford, C.W.G.",After-OS,iac 146,No,gaze & perception,NA,NA,NA
1198,,http://doi.org/10.1007/s11061-018-9559-7,"Intimacy, Interdependence, and Interiority in the Old English Prose Boethius",2018,"Brooks, B.",After-OS,iac 147,No,lit review,NA,NA,NA
1199,,http://doi.org/10.1080/10790195.2019.1638218,Identifying Digital Literacies to Build Academic Literacies,2019,"Caverly, D.C., Payne, E.M., Castillo, A.M., Sarker, A., Threadgill, E., West, D.",After-OS,iac 148,No,digital literacy,NA,NA,NA
1200,,http://doi.org/10.4000/ASP.5713,"Of technical writing, instructions for use as a specialised genre and discourse communities",2019,"Isani, S.",After-OS,iac 149,Unsure,technical instructions,NA,NA,NA
1201,,http://doi.org/10.1017/S0272263119000160,"TERMINOLOGY CHOICE in GENERATIVE ACQUISITION RESEARCH: The CASE of \""iNCOMPLETE ACQUISITION\"" in HERITAGE LANGUAGE GRAMMARS",2019,"Domínguez, L., Hicks, G., Slabakova, R.",After-OS,iac 150,Yes,NA,NA,NA,NA
1202,,http://doi.org/10.7764/ONOMAZEIN.48.07,Use and perception of code switching by students and instructors in the second language classroom in the US,2018,"Mad’arová, S.",After-OS,iac 151,Yes,NA,NA,NA,NA
1203,,http://doi.org/,The effects of a sentence completion task vs. A sentence generation task on vocabulary learning: An exploratory study,2019,"Alanazi, Z.",After-OS,iac 152,Yes,NA,NA,NA,NA
1204,,http://doi.org/,"Examining the Morphological Processing of Inflected and Derived words by Students in Grades 7, 8, and 9",2019,"Ella, J.R., Casalan, M.C., Lucas, R.I.G.",After-OS,iac 153,Yes,NA,NA,NA,NA
1205,,http://doi.org/10.1093/notesj/gjy029,"Why Ovid's Atalanta (and not Bacon's new Atlantis) was the source of Manley's title, the new Atalantis",2018,"Sargent, C.",After-OS,iac 154,No,lit review,NA,NA,NA
1206,,http://doi.org/10.1177/0014585818812452,The bard of love: Memory and antiquity in Petrarch,2019,"Tuccini, G.",After-OS,iac 155,No,lit review,NA,NA,NA
1207,,http://doi.org/,Teaching english to geologists: Developing a good syllabus,2018,"Kopiatina, O.",After-OS,iac 156,No Access,NA,NA,NA,NA
1208,,http://doi.org/10.1044/2019_JSLHR-S-18-0440,Vowel and tone identification for Mandarin congenital amusics: Effects of vowel type and semantic content,2019,"Li, M., Tang, W., Liu, C., Nan, Y., Wang, W., Dong, Q.",After-OS,iac 157,Yes,NA,NA,NA,NA
1209,,http://doi.org/10.1515/sem-2017-0139,Topological and networked visibility: Politics of seeing in the digital age,2019,"Martini, M.",After-OS,iac 158,No,visibility in the digital age,NA,NA,NA
1210,,http://doi.org/10.2478/jazcas-2019-0049,Slovak Comparative Correlatives: New Insights,2019,"Horsch, J.",After-OS,iac 159,Yes,NA,NA,NA,NA
1211,,http://doi.org/10.17509/ijal.v9i2.20244,Promoting pre-service EFL teacher reflection: An investigation of reflection levels in Thai context,2019,"Swatevacharkul, R.",After-OS,iac 160,Unsure,Language teaching practices,NA,NA,NA
1212,,http://doi.org/10.1080/10573569.2018.1541770,"Designing, Implementing, and Evaluating a School-Based Literacy Program for Adolescent Learners With Reading Difficulties: A Mixed-Methods Study",2019,"Farkas, W.A., Jang, B.G.",After-OS,iac 161,Yes,NA,NA,NA,NA
1213,,http://doi.org/10.1080/13670050.2016.1231773,Translanguaging in Chinese foreign language classrooms: students and teachers’ attitudes and practices,2019,"Wang, D.",After-OS,iac 162,Yes,NA,NA,NA,NA
1214,,http://doi.org/10.1016/j.cognition.2017.09.012,Reasoning strategies modulate gender differences in emotion processing,2018,"Markovits, H., Trémolière, B., Blanchette, I.",After-OS,iac 163,No,emotion processing/gender,NA,NA,NA
1215,,http://doi.org/,English for academic purposes instructors’ use and acceptance of technology in EAP courses,2019,"Dashtestani, S.R.",After-OS,iac 164,No,technology intergration,NA,NA,NA
1216,,http://doi.org/10.1177/1750481317735710,Gubernatorial debate sessions in Nigeria: A socio-cognitive analysis,2018,"Kupolati, O.O., Boluwaduro, E.",After-OS,iac 165,Unsure,political discourse analysis/ sociolinguistics?,NA,NA,NA
1217,,http://doi.org/10.1016/j.specom.2018.03.009,Single-channel speech enhancement using inter-component phase relations,2018,"Barysenka, S.Y., Vorobiov, V.I., Mowlaee, P.",After-OS,iac 166,Yes,NA,NA,NA,NA
1218,,http://doi.org/10.1044/2018_JSLHR-H-18-0107,"Eliciting naturalistic conversations: A method for assessing communication ability, subjective experience, and the impacts of noise and hearing impairment",2019,"Beechey, T., Buchholz, J.M., Keidser, G.",After-OS,iac 167,Yes,NA,NA,NA,NA
1219,,http://doi.org/10.1515/lingvan-2018-0011,"How \""deep\"" is Dynamism? Revisiting the evaluation of Moroccan-flavored Netherlandic Dutch",2019,"Grondelaers, S., Van Gent, P.",After-OS,iac 168,No Access,NA,NA,NA,NA
1220,,http://doi.org/10.1016/j.lingua.2019.01.005,From visual perception to evidentiality: A functional empirical approach to se ve que in Spanish,2019,"Albelda Marco, M., Jansegers, M.",After-OS,iac 169,Yes,NA,NA,NA,NA
1221,,http://doi.org/10.1093/llc/fqy050,Function words in statistical machine-translated Chinese and original Chinese: A study into the translationese of machine translation systems,2019,"Kuo, C.-L.",After-OS,iac 170,Yes,NA,NA,NA,NA
1222,,http://doi.org/10.1016/j.wocn.2019.100935,Visible amplitude: Towards quantifying prominence in sign language,2019,"Tkachman, O., Hall, K.C., Fuhrman, R., Aonuki, Y.",After-OS,iac 171,Yes,NA,NA,NA,NA
1223,,http://doi.org/10.24425/linsi.2019.129398,The psalter over the water – A multidisciplinary account of originality,2019,"Charzyńska-Wójcik, M.",After-OS,iac 172,Unsure,translation review,NA,NA,NA
1224,,http://doi.org/10.1632/pmla.2018.133.3.756,Minutes of the MLA delegate assembly,2018,[No author name available],After-OS,iac 173,No Access,NA,NA,NA,NA
1225,,http://doi.org/10.1186/s40862-018-0062-2,The effectiveness of L2 vocabulary instruction: a meta-analysis,2018,"Yousefi, M.H., Biria, R.",After-OS,iac 174,Yes,NA,NA,NA,NA
1226,,http://doi.org/10.1017/S0261444819000223,Language teacher identity,2019,"Kayi-Aydar, H.",After-OS,iac 175,No Access,NA,NA,NA,NA
1227,,http://doi.org/,Social changes caused by impact of power in the 19<sup>th</sup> century caucasus (According to grigol orbeliani’s epistolary legacy),2018,"Ketevan, G., George, G., Arsen, B., Mzia, G.",After-OS,iac 176,No,power & social change,NA,NA,NA
1228,,http://doi.org/10.1017/S136672891800055X,A Bayesian approach to establishing coreference in second language discourse: Evidence from implicit causality and consequentiality verbs,2019,"Cheng, W., Almor, A.",After-OS,iac 177,Yes,NA,NA,NA,NA
1229,,http://doi.org/10.1002/tesj.436,Inspiring creativity in first graders in a public school in Colombia,2019,"Sandra Marina, P., Lizeth Alejandra, F., Adriana Catalina, N.",After-OS,iac 178,No,creativity,NA,NA,NA
1230,,http://doi.org/10.1080/00909882.2019.1584910,Organizing youth work(ers) through the paradox of play,2019,"Way, A.K.",After-OS,iac 179,No,youth workers,NA,NA,NA
1231,,http://doi.org/10.1353/dic.2018.0010,“among the new words”: The prospects and challenges of short-term historical lexicography,2018,"Zimmer, B., Carson, C.E.",After-OS,iac 180,Yes,NA,NA,NA,NA
1232,,http://doi.org/10.1075/intp.00020.weh,A corpus for signed language interpreting research,2019,"Wehrmeyer, E.",After-OS,iac 181,Yes,NA,NA,NA,NA
1233,,http://doi.org/10.1016/j.system.2019.102116,Does L2 writing proficiency influence noun phrase complexity? A case analysis of argumentative essays written by Chinese students in a first-year composition course,2019,"Lan, G., Lucas, K., Sun, Y.",After-OS,iac 182,Yes,NA,NA,NA,NA
1234,,http://doi.org/10.1080/00751634.2019.1658952,"‘Work, Concepts, Processes, Situations, Information’",2019,"Gravano, V.",After-OS,iac 183,Unsure,translation,NA,NA,NA
1235,,http://doi.org/10.1080/19388160.2019.1582449,Does Tourism Affect House Prices? Evidence from China | 旅游会影响房价吗? 以中国作为实证,2019,"Wu, T.-P.",After-OS,iac 184,No,real estate and tourism,NA,NA,NA
1236,,http://doi.org/10.1017/S0952675719000034,Phonotactic knowledge and phonetically unnatural classes: The plain uvular in Cochabamba Quechua,2019,"Gallagher, G.",After-OS,iac 185,Yes,NA,NA,NA,NA
1237,,http://doi.org/10.1016/j.jfludis.2018.01.001,Use of a phoneme monitoring task to examine lexical access in adults who do and do not stutter,2018,"Howell, T.A., Bernstein Ratner, N.",After-OS,iac 186,Yes,NA,NA,NA,NA
1238,,http://doi.org/10.1163/15685322-10534P06,A Mountain of Saints and Sages: Muslims in the Landscape of Popular Religion in Late Imperial China,2019,"Brown, T.G.",After-OS,iac 187,No,history/religion,NA,NA,NA
1239,,http://doi.org/10.26858/ijole.v3i2.9609,Authentic materials for teaching writing: A critical look,2019,"Setyowati, L., Sukmawan, S.",After-OS,iac 188,Unsure,writing teaching practices,NA,NA,NA
1240,,http://doi.org/10.1075/lic.17003.pal,Notions of “money” and “house” in the language consciousness of Russians and the Japanese,2019,"Palkin, A.D.",After-OS,iac 189,Yes,NA,NA,NA,NA
1241,,http://doi.org/10.1016/j.pragma.2018.12.002,Context formulation and the invocation of membership categories in an L2 classroom setting,2019,"Moutinho, R.",After-OS,iac 190,Yes,NA,NA,NA,NA
1242,,http://doi.org/10.1017/sjp.2019.45,"Towards an explanatory model of suicidal ideation: The effects of cognitive emotional regulation strategies, affectivity and hopelessness",2019,"Flores-Kanter, P.E., García-Batista, Z.E., Moretti, L.S., Medrano, L.A.",After-OS,iac 191,No,suicide ideation,NA,NA,NA
1243,,http://doi.org/10.5699/slaveasteurorev2.97.3.0451,Commemoration and connection: Liudmila ulitskaia and the universe of the body in Jacob’s ladder,2019,"Sutcliffe, B.",After-OS,iac 192,No,lit review,NA,NA,NA
1244,,http://doi.org/10.18823/asiatefl.2018.15.3.16.805,L2 listening instruction: More bottom-up or more top-down?,2018,"Yeldham, M.",After-OS,iac 193,Yes,NA,NA,NA,NA
1245,,http://doi.org/10.1016/j.specom.2019.01.007,A network-modeling approach to investigating individual differences in articulatory-to-acoustic relationship strategies,2019,"Carignan, C.",After-OS,iac 194,Yes,NA,NA,NA,NA
1246,,http://doi.org/10.1515/lingty-2018-0018,Universality and language-dependency of tense and aspect: Performatives from a crosslinguistic perspective,2019,"Fortuin, E.",After-OS,iac 195,No Access,NA,NA,NA,NA
1247,,http://doi.org/10.1080/02702711.2019.1673602,"Patterns of Silent Reading Rate and Comprehension as a Function of Developmental Status, Genre, and Text Position",2019,"Hayden, E., Hiebert, E.H., Trainin, G.",After-OS,iac 196,Yes,NA,NA,NA,NA
1248,,http://doi.org/,First record of total albinism in Molossus molossus (Chiroptera: Molossidae) from northeastern Brazil,2018,"Do Nascimento, A.C.S., Dourado, Â.C.M., Trevelin, L.C., Bezerra, A.M.R.",After-OS,iac 197,No Access,NA,NA,NA,NA
1249,,http://doi.org/10.1111/modl.12580,Distribution of Practice Effects in the Acquisition and Retention of L2 Mandarin Tonal Word Production,2019,"Li, M., Dekeyser, R.",After-OS,iac 198,Yes,NA,NA,NA,NA
1250,,http://doi.org/10.1017/S1351324918000128,Learning quantification from images: A structured neural architecture,2018,"Sorodoc, I., Pezzelle, S., Herbelot, A., DImiccoli, M., Bernardi, R.",After-OS,iac 199,No,visual focus,NA,NA,NA
1251,,http://doi.org/10.1111/tops.12366,How Concrete Do We Get Telling Stories?,2018,"Vossen, P., Caselli, T., Cybulska, A.",After-OS,iac 200,Yes,NA,NA,NA,NA
1252,,http://doi.org/,Getting engaged in Paris: Exploiting writing to learn in short-term study abroad,2018,"Lohse, S.K.",After-OS,kc 101,No,"study abroad and French culture, not on language",NA,NA,NA
1253,,http://doi.org/10.1177/0267323118810884,Facebook as an instrument of election campaigning and voters’ engagement: Comparing Czechia and Poland,2019,"Stetka, V., Surowiec, P., Mazák, J.",After-OS,kc 102,No,"commmunication and politics, not on language",NA,NA,NA
1254,,http://doi.org/10.1515/zfal-2019-2018,"Dynamischer Gebrauch von Paronymen in allgemein-, fach-, wissenschafts- und bildungssprachlicher Kommunikation",2019,"Storjohann, P.",After-OS,kc 103,No,linguistics but not in English,NA,NA,NA
1255,,http://doi.org/10.1044/2019_JSLHR-H-18-0435,Age-related changes in speech recognition performance in spanish– english bilinguals’ first and second languages,2019,"Desjardins, J.L., Barraza, E.G., Orozco, J.A.",After-OS,kc 104,Yes,NA,NA,NA,NA
1256,,http://doi.org/,The LXX of the law of deposit in exodus 22:6-14,2018,"Verburg, J.",After-OS,kc 105,No Access,NA,NA,NA,NA
1257,,http://doi.org/10.1515/phil-2018-0028,Miszelle,2019,"Panegyres, K.",After-OS,kc 106,Yes,NA,NA,NA,NA
1258,,http://doi.org/,The educational role of the Late Medieval Persian-Ottoman Turkish bilingual dictionaries. The codices of the Matenadaran,2018,"Kirakosyan, H., Sargsyan, A.",After-OS,kc 107,No Access,NA,NA,NA,NA
1259,,http://doi.org/10.1080/10573569.2018.1548952,Primary Readers’ Perceptions of a Camp Guided Reading Intervention: A Qualitative Case Study of Motivation and Engagement,2019,"Erickson, J.D.",After-OS,kc 108,Yes,NA,NA,NA,NA
1260,,http://doi.org/10.2989/16073614.2019.1617173,Visual and non-literal representations as academic literacy modalities,2019,"Scholtz, D.",After-OS,kc 109,Yes,NA,NA,NA,NA
1261,,http://doi.org/10.1080/17549507.2018.1457721,Language development in children who stutter: A review of recent research,2019,"Nippold, M.A.",After-OS,kc 110,Yes,NA,NA,NA,NA
1262,,http://doi.org/10.18355/XL.2018.11.02.21,Exploring EFL teacher’s role in a smart learning environment-review study,2018,"Vasbieva, D.G., Sokolova, N.L., Masalimova, A.R., Shinkaruk, V.M., Kiva-Khamzina, Y.L.",After-OS,kc 111,Yes,NA,NA,NA,NA
1263,,http://doi.org/,"Verbal english fluency, workplace stress, and coping mechanism of secondary school faculty in Sulu",2019,"Mendoza, R.D.",After-OS,kc 112,No Access,NA,NA,NA,NA
1264,,http://doi.org/10.1080/14992027.2016.1257163,Hearing aid fitting and fine-tuning based on estimated individual traits,2018,"Völker, C., Ernst, S.M.A., Kollmeier, B.",After-OS,kc 113,No,audiology not on language,NA,NA,NA
1265,,http://doi.org/10.4312/elope.16.2.9-11,Journeys in language education,2019,"Fojkar, M.D.",After-OS,kc 114,Yes,NA,NA,NA,NA
1266,,http://doi.org/,Tourist to Ajarn: The Filipino teachers in Thailand,2018,"Novio, E.B.C.",After-OS,kc 115,No,education but not on language,NA,NA,NA
