ID,Authors,Title,Year,Source.title,Volume,Issue,clickable_doi,unpaywall,scholar,linguistics,reason,erin code,reason,rand,year,count
1dfcda10,"Kovács, G., Racsmány, M.",Handling L2 input in phonological STM: The effect of non-L1 phonetic segments and non-L1 phonotactics on nonword repetition,2008,Language Learning,58,3,http://doi.org/10.1111/j.1467-9922.2008.00451.x,,,,,,,0.41472504,TRUE,
c4a99a62,"Ford, K.",Critical incidents in the experiences of Japanese returnees,2009,Language and Intercultural Communication,9,2,http://doi.org/10.1080/14708470902807701,,,,,,,0.23426694,TRUE,
c49bbcd6,"Loewen, I.J., Boliek, C.A., Seikaly, H., Harris, J., Rieger, J.M.",Quality of life in patients with hemiglossectomy: Comparison of the EORTC QLQ-H&amp;N35 and a semi-structured interview,2009,Canadian Journal of Speech-Language Pathology and Audiology,33,4,http://doi.org/,,,,,,,0.89405868,TRUE,
3b3f1818,"Richard, A.M., Luck, S.J., Hollingworth, A.",Establishing object correspondence across eye movements: Flexible use of spatiotemporal and surface feature information,2008,Cognition,109,1,http://doi.org/10.1016/j.cognition.2008.07.004,,,,,,,0.22734336,TRUE,
20d987e8,"Marback, R.",Embracing wicked problems: The turn to design in composition studies,2009,College Composition and Communication,61,2,http://doi.org/,,,,,,,0.5400829,TRUE,
e65ea7d3,"Abdelaziz, A., Kover, S.T., Wagner, M., Naigles, L.R.",The shape bias in children with autism spectrum disorder: Potential sources of individual differences,2018,"Journal of Speech, Language, and Hearing Research",61,11,http://doi.org/10.1044/2018_JSLHR-L-RSAUT-18-0027,,,,,,,0.70104633,FALSE,
95fea263,"Takács, G.",Dangla-migama and afro-asiatic ii: Bidiya č- and,2009,Lingua Posnaniensis,51,1,http://doi.org/10.2478/v10122-009-0007-9,,,,,,,0.73529367,TRUE,
21c1f30b,"Acosta-Hughes, B.",The wandering tendril an essay on hellenistic metapoetics,2019,Rivista di Filologia Classica,147,1,http://doi.org/,,,,,,,0.54927164,FALSE,
95228897,"Dorrego, J.F.","Genre shifting in restoration adaptations of cervantes's \El curioso impertinente\""""",2018,Atlantis,40,1,http://doi.org/10.28914/Atlantis-2018-40.1.03,,,,,,,0.73557963,FALSE,
45e29d68,"Lee, S., Iverson, G.K.",The development of monophthongal vowels in Korean: Age and sex differences,2008,Clinical Linguistics and Phonetics,22,7,http://doi.org/10.1080/02699200801945120,,,,,,,0.50948875,TRUE,
8b511024,"De La O Hernández-López, M.",Relational work in Airbnb reviews,2019,Russian Journal of Linguistics,23,4,http://doi.org/10.22363/2687-0088-2019-23-4-1088-1108,,,,,,,0.04126758,FALSE,
be21cc15,"Nakatsuhara, F.",Inter-interviewer variation in oral interview tests,2008,ELT Journal,62,3,http://doi.org/10.1093/elt/ccm044,,,,,,,0.04201501,TRUE,
37a0338e,"Hassan, A.","The ultimate double-bluff: An analysis of the poem \dheelmato\"" by abdirashid Omar Ahmed (Ina Cawsgurow)""",2018,Journal of Somali Studies,5,2-Jan,http://doi.org/10.31920/2056-5682/2018/v5n1_2a6,,,,,,,0.64232568,FALSE,
be92598a,"Vasyura, S.A.",Psychology of male and female communicative activity,2008,Spanish Journal of Psychology,11,1,http://doi.org/10.1017/S1138741600004327,,,,,,,0.9667167,TRUE,
c7b8b59f,"Lambert, E., Kandel, S., Fayol, M., Espéret, E.",The effect of the number of syllables on handwriting production,2008,Reading and Writing,21,9,http://doi.org/10.1007/s11145-007-9095-5,,,,,,,0.54987581,TRUE,
a4c2fabd,"Nolden, S., Ibrahim, C.N., Koch, I.",Cognitive control in the cocktail party: Preparing selective attention to dichotically presented voices supports distractor suppression,2019,"Attention, Perception, and Psychophysics",81,3,http://doi.org/10.3758/s13414-018-1620-x,,,,,,,0.81347463,FALSE,
b95989b3,"Zhilenkov, A.I., Kichigina, V.V., Polovneva, M.V., Poltoratskaya, S.V., Semykina, E.N., Shirina, E.A.",A spiritual and moral pursuit of Russian literature in the 19th century (Axiological aspect of literary research),2019,Journal of Research in Applied Linguistics,10,SpecialIssue,http://doi.org/10.22055/rals.2019.14694,,,,,,,0.05679968,FALSE,
43c8a091,"Brucart, J.M., Xiqués, T.M.",Some issues about the perfect,2018,Catalan Journal of Linguistics,17,,http://doi.org/10.5565/rev/catjl.243,,,,,,,0.7404679,FALSE,
d2abedc8,"Hood, S., Forey, G.",The interpersonal dynamics of call-centre interactions: Co-constructing the rise and fall of emotion,2008,Discourse and Communication,2,4,http://doi.org/10.1177/1750481308095937,,,,,,,0.52980625,TRUE,
91d158e5,"Aziz, A.H.A.A., Rashid, R.A., Zainudin, W.Z.W.",The enactment of the Malaysian common European framework of reference (CEFR): National master trainer's reflection,2018,Indonesian Journal of Applied Linguistics,8,2,http://doi.org/10.17509/ijal.v8i2.13307,,,,,,,0.30703397,FALSE,
e1fbcfa8,"Vinagre, M., Corral Esteban, A.",Evaluative language for rapport building in virtual collaboration: an analysis of appraisal in computer-mediated interaction,2018,Language and Intercultural Communication,18,3,http://doi.org/10.1080/14708477.2017.1378227,,,,,,,0.85106471,FALSE,
13ea2eb3,"Santos, A.C.",A history and historiography of foreign languages teaching and learning in Portugal<sup>*</sup>,2018,Language Learning Journal,46,1,http://doi.org/10.1080/09571736.2017.1382057,,,,,,,0.3318668,FALSE,
435ca395,"Vannini, G.",Tre note per il testo dell,2008,Philologus,152,39448,http://doi.org/10.1524/phil.2008.0028,,,,,,,0.31387203,TRUE,
6d1a37f6,"Redmond, S.",Pieces of me: Celebrity confessional carnality,2008,Social Semiotics,18,2,http://doi.org/10.1080/10350330802002192,,,,,,,0.27242405,TRUE,
d60b2f9d,"Bill, S.","Propaganda on the margins: Bruno schulz's Soviet illustrations, 1940-41",2018,Slavonic and East European Review,96,3,http://doi.org/10.5699/slaveasteurorev2.96.3.0432,,,,,,,0.45954431,FALSE,
5923c8c5,"Dracos, M., Requena, P., Miller, K.",Acquisition of mood selection in Spanish-speaking children,2019,Language Acquisition,26,1,http://doi.org/10.1080/10489223.2018.1464006,,,,,,,0.17786381,FALSE,
d4c0fd29,"Rosenbaum, D.A., Feghhi, I.",The time for action is at hand,2019,"Attention, Perception, and Psychophysics",81,7,http://doi.org/10.3758/s13414-018-01647-7,,,,,,,0.27080464,FALSE,
5a91caa1,"Dressler, W.U.",Natural phonology as part of natural linguistics,2009,Poznan Studies in Contemporary Linguistics,45,1,http://doi.org/10.2478/v10010-009-0003-9,,,,,,,0.55154451,TRUE,
c1732474,"Fowler, C.G., Chiasson, K.B., Hart, D.B., Beasley, T.M., Kemnitz, J., Weindruch, R.",Tympanometry in rhesus monkeys: Effects of aging and caloric restriction,2008,International Journal of Audiology,47,4,http://doi.org/10.1080/14992020701851882,,,,,,,0.83786185,TRUE,
eaaeeb56,"Katsarou, E.",Literacy teaching in the L1 curriculum of Greek secondary education,2009,L1 Educational Studies in Language and Literature,9,3,http://doi.org/10.17239/l1esll-2009.09.03.01,,,,,,,0.37018226,TRUE,
144ab189,"King, N.",What will hatch? a constructivist autobiographical account of writing poetry,2008,Journal of Constructivist Psychology,21,4,http://doi.org/10.1080/10720530802255202,,,,,,,0.02948313,TRUE,
c594437f,"Harris, P.L., Richert, R.A.","William James, 'the world of sense' and trust in testimony",2008,Mind and Language,23,5,http://doi.org/10.1111/j.1468-0017.2008.00354.x,,,,,,,0.78795942,TRUE,
46c03def,"Easterbrooks, S.R.",Knowledge and Skills for All Teachers of Children Who Are Deaf or Hard of Hearing: New Standards and Their Evidence Base: Introduction to the Special Series,2008,Communication Disorders Quarterly,30,1,http://doi.org/10.1177/1525740108323837,,,,,,,0.82102357,TRUE,
737384fe,"Grant, A., Hutchison, K., Hornsby, D., Brooke, S.","Creative pedagogies: \Art-full\"" reading and writing""",2008,English Teaching,7,1,http://doi.org/,,,,,,,0.57263965,TRUE,
2a475b83,"Goldman, A.I.","Mirroring, simulating and mindreading",2009,Mind and Language,24,2,http://doi.org/10.1111/j.1468-0017.2008.01361.x,,,,,,,0.07320626,TRUE,
f2e14fc7,"Askoul, S.",Eu immigration in the british press: How was immigration reported immediately prior to the EU referendum?,2018,"Training, Language and Culture",2,2,http://doi.org/10.29366/2018tlc.2.2.5,,,,,,,0.60996086,FALSE,
830cbe89,"Bouchery, P., Longmailai, M.",The kinship terminology of the dimasa: Alternate generation equivalence in the Tibeto-Burman area,2019,Anthropological Linguistics,60,3,http://doi.org/10.1353/anl.2019.0005,,,,,,,0.89961907,FALSE,
a8158334,"Sabaté-Dalmau, M.","Undocumented migration, informal economic work and peripheral multilingualism: challenges to neoliberal regimes?",2018,Language and Intercultural Communication,18,4,http://doi.org/10.1080/14708477.2018.1478848,,,,,,,0.09822406,FALSE,
824d0614,"Bystrov, Y., Sabadash, D.",The writer's pragmatic aims attainment in Doris Lessing's to Room Nineteen: A cognitive linguistics view,2019,Topics in Linguistics,20,1,http://doi.org/10.2478/topling-2019-0003,,,,,,,0.77569253,FALSE,
ee41befd,"Majid, A.",Conceptual maps using multivariate statistics: Building bridges between typological linguistics and psychology,2008,Theoretical Linguistics,34,1,http://doi.org/10.1515/THLI.2008.005,,,,,,,0.50491564,TRUE,
9840d773,"Cooke, A.",Belief and knowledge construction among modern foreign language teacher trainees,2019,Language Learning Journal,,,http://doi.org/10.1080/09571736.2019.1666909,,,,,,,0.78448283,FALSE,
5b9f30e6,"Branagh-Miscampbell, M., Leonardi, B., Ward, M., Whickman, P., Halsey, K.",Literature 1780-1830: The Romantic period,2018,Year's Work in English Studies,97,1,http://doi.org/10.1093/ywes/may008,,,,,,,0.93266792,FALSE,
39342295,"Papadimitropoulos, L.",Xerxes' hubris and darius in aeschylus' persae,2008,Mnemosyne,61,3,http://doi.org/10.1163/156852507X194746,,,,,,,0.92958468,TRUE,
2f588de1,"Antovic, M.",Musical metaphors in Serbian and Romani children: An empirical study,2009,Metaphor and Symbol,24,3,http://doi.org/10.1080/10926480903028136,,,,,,,0.48061484,TRUE,
25c9c9d0,"Klatte, I.S., Harding, S., Roulstone, S.",Speech and language therapists’ views on parents’ engagement in Parent–Child Interaction Therapy (PCIT),2019,International Journal of Language and Communication Disorders,54,4,http://doi.org/10.1111/1460-6984.12459,,,,,,,0.83945267,FALSE,
521dba7c,"Heinemann, S.","Paola Benincà / Laura Vanelli, Linguistica friulana",2008,Zeitschrift fur Romanische Philologie,124,4,http://doi.org/10.1515/zrph.2008.073,,,,,,,0.45995715,TRUE,
ddf33cb6,"Sangster, C.",The work of the BBC pronunciation unit in the 21st century,2008,AAA - Arbeiten aus Anglistik und Amerikanistik,33,2,http://doi.org/,,,,,,,0.2015689,TRUE,
72227a24,"Prenderqast, C.",The fighting style: Reading the unabomber's strunk and white,2009,College English,72,1,http://doi.org/,,,,,,,0.92424248,TRUE,
ba574f2b,"Chang, N.F.",Voices from the periphery: further reflections on relativism in translation studies,2018,Perspectives: Studies in Translation Theory and Practice,26,4,http://doi.org/10.1080/0907676X.2018.1443731,,,,,,,0.765553,FALSE,
2e3df769,"Jagger-Rickels, A.C., Kibby, M.Y., Constance, J.M.","Global gray matter morphometry differences between children with reading disability, ADHD, and comorbid reading disability/ADHD",2018,Brain and Language,185,,http://doi.org/10.1016/j.bandl.2018.08.004,,,,,,,0.64336911,FALSE,
72d6cca0,"Veenker, R., Johnson, J.C.",The appellate process in a legal record {di til-la} from Ur III Umma,2009,Altorientalische Forschungen,36,2,http://doi.org/10.1524/aofo.2009.0022,,,,,,,0.73778182,TRUE,
99db502b,"Barlow, R.",Agent demotion through inverted word order: Syntactic passives in Ulwa,2019,Studies in Language,43,4,http://doi.org/10.1075/sl.19010.bar,,,,,,,0.90317505,FALSE,
5270ec75,"O'Brien, E.",Games in 'the garden of deceit': A seventeenth-century novella by María de Zayas y Sotomayor,2009,Modern Language Review,104,4,http://doi.org/,,,,,,,0.85123561,TRUE,
bbefb399,"Jönsson-Steiner, E., Lahiri, A.",Tonal accents and rhyme in 18th-century Swedish,2008,Nordic Journal of Linguistics,31,1,http://doi.org/10.1017/S0332586508001819,,,,,,,0.95174829,TRUE,
e60dfc59,"Hohenberger, A., Peltzer-Karpf, A.",Language learning from the perspective of nonlinear dynamic systems,2009,Linguistics,47,2,http://doi.org/10.1515/LING.2009.017,,,,,,,0.89752671,TRUE,
b50bfa56,"Ramakrishnan, S., Srinivasan, S.",Intelligent agent based artificial immune system for computer security-a review,2009,Artificial Intelligence Review,32,4-Jan,http://doi.org/10.1007/s10462-009-9131-8,,,,,,,0.44077034,TRUE,
a712d4e6,"Miyao, Y., Tsujii, J.",Feature forest models for probabilistic HPSG parsing,2008,Computational Linguistics,34,1,http://doi.org/10.1162/coli.2008.34.1.35,,,,,,,0.91039182,TRUE,
f76ed349,"Koh, K., Burke, L.E.C.-A., Luke, A., Gong, W., Tan, C.",Developing the assessment literacy of teachers in Chinese language classrooms: A focus on assessment task design,2018,Language Teaching Research,22,3,http://doi.org/10.1177/1362168816684366,,,,,,,0.10001686,FALSE,
a444ada8,"Andreev, S., Fan, F., Altmann, G.",Adnominal aggregation,2018,Glottometrics,40,,http://doi.org/,,,,,,,0.87512798,FALSE,
da0fa264,"Verburg, J.",The LXX of the law of deposit in exodus 22:6-14,2018,Journal of Septuagint and Cognate Studies,51,,http://doi.org/,,,,,,,0.4550089,FALSE,
4c7f2f42,"Lassiter, D.","Semantic externalism, language variation, and sociolinguistic accommodation",2008,Mind and Language,23,5,http://doi.org/10.1111/j.1468-0017.2008.00355.x,,,,,,,0.77577472,TRUE,
46cd5e2d,"Sawaki, Y., Kim, H.-J., Gentile, C.",Q-matrix construction: Defining the link between constructs and test items in large-scale reading and listening comprehension assessments,2009,Language Assessment Quarterly,6,3,http://doi.org/10.1080/15434300902801917,,,,,,,0.16896567,TRUE,
05ba643d,"Luján, E.R.",On Indo-European superlative suffixes,2019,Indogermanische Forschungen,124,1,http://doi.org/10.1515/if-2019-0012,,,,,,,0.16936853,FALSE,
c30dc7db,"Chou, M.-H.",Speaking Anxiety and Strategy Use for Learning English as a Foreign Language in Full and Partial English-Medium Instruction Contexts,2018,TESOL Quarterly,52,3,http://doi.org/10.1002/tesq.455,,,,,,,0.6909328,FALSE,
200fed77,"Yan, S., Nicoladis, E.",Finding le mot juste: Differences between bilingual and monolingual children's lexical access in comprehension and production,2009,Bilingualism,12,3,http://doi.org/10.1017/S1366728909990101,,,,,,,0.42333183,TRUE,
e14624c2,"Weber, B.H.",On the emergence of living systems,2009,Biosemiotics,2,3,http://doi.org/10.1007/s12304-009-9060-6,,,,,,,0.4261021,TRUE,
5c3dee50,"Johnson, D.C., Stephens, C., Lynch, S.G.",The past is prologue: Language policy and nativism in new immigrant contexts,2018,Journal of Language and Politics,17,3,http://doi.org/10.1075/jlp.16038.joh,,,,,,,0.2701769,FALSE,
8d667391,"Bitchener, J., Knoch, U.",The relative effectiveness of different types of direct written corrective feedback,2009,System,37,2,http://doi.org/10.1016/j.system.2008.12.006,,,,,,,0.12152717,TRUE,
c4dfb3d5,"Muttaqien, M.Z., Ma'ruf, A., Hardjanto, T.D.",Systemic cohesion in social media conversations: Cases on Facebook and Twitter,2019,Indonesian Journal of Applied Linguistics,9,2,http://doi.org/10.17509/ijal.v9i2.20239,,,,,,,0.14584115,FALSE,
8a0c4096,"Johnson, Z.",Margarita’s orgasms: Reading the erotic in bulgakov’s the master and margarita,2018,Russian Review,77,4,http://doi.org/10.1111/russ.12200,,,,,,,0.27797706,FALSE,
4ae11683,"Mihelj, S., Bajt, V., Pankov, M.","Television news, narrative conventions and national imagination",2009,Discourse and Communication,3,1,http://doi.org/10.1177/1750481308098764,,,,,,,0.67914406,TRUE,
7c272221,"Legros, E., Amelunxen, C., Klar, F., Schürr, A.",Generic and reflective graph transformations for checking and enforcement of modeling guidelines,2009,Journal of Visual Languages and Computing,20,4,http://doi.org/10.1016/j.jvlc.2009.04.005,,,,,,,0.68003152,TRUE,
8ea32a83,"Viola, L.",New sources on Soviet perpetrators of mass repression: a research note,2018,Canadian Slavonic Papers,60,4-Mar,http://doi.org/10.1080/00085006.2018.1497393,,,,,,,0.59970059,FALSE,
c3dfe07e,"Dimitrova, M.",Adaptation of Greek feminine α-declension nouns ending in -η in Medieval Slavonic sources: The evidence of Croato-Glagolitic missals,2009,Slavia,78,4-Mar,http://doi.org/,,,,,,,0.61750676,TRUE,
9fb2e058,"Kehily, M.J., Nayak, A.","Global femininities: Consumption, culture and the significance of place",2008,Discourse,29,3,http://doi.org/10.1080/01596300802259103,,,,,,,0.20150882,TRUE,
a541c5a9,[No author name available],Masthead,2018,"Journal of speech, language, and hearing research : JSLHR",61,11,http://doi.org/10.1044/2018_Nov2018JSLHRMasthead,,,,,,,0.99701453,FALSE,
fb9b3495,"Wang, L., Schlesewsky, M., Bickel, B., Bornkessel-Schlesewsky, I.",Exploring the nature of the 'subject'-preference: Evidence from the online comprehension of simple sentences in Mandarin Chinese,2009,Language and Cognitive Processes,24,8-Jul,http://doi.org/10.1080/01690960802159937,,,,,,,0.48766056,TRUE,
e6fc6b68,"Magos, K., Politi, F.",The creative second language lesson: The contribution of the role-play technique to the teaching of a second language in immigrant classes,2008,RELC Journal,39,1,http://doi.org/10.1177/0033688208091142,,,,,,,0.54220525,TRUE,
1dd9577a,"Dehé, N.",The prosodic phrasing of parenthetical comment clauses in spontaneous spoken language: evidence from icelandic held ég,2018,Studia Linguistica,72,1,http://doi.org/10.1111/stul.12058,,,,,,,0.50749353,FALSE,
710ad889,"McLeod, S., Crowe, K., McCormack, J., White, P., Wren, Y., Baker, E., Masso, S., Roulstone, S.","Preschool children’s communication, motor and social development: Parents’ and educators’ concerns",2018,International Journal of Speech-Language Pathology,20,4,http://doi.org/10.1080/17549507.2017.1309065,,,,,,,0.50294231,FALSE,
d0ab052b,"Yen, T.T.B., Minh, L.B., Huong, T.T.",Analyzing the barriers to innovation development in emerging economies: Vietnamese small and medium enterprises (SMEs) as an empirical case,2019,International Journal of English Language and Literature Studies,9,1,http://doi.org/10.18488/journal.aefr.2019.91.64.77,,,,,,,0.84202257,FALSE,
dd989d5c,"Young, M.Y.C.",Multilingual education in Macao,2009,International Journal of Multilingualism,6,4,http://doi.org/10.1080/14790710802152438,,,,,,,0.5008364,TRUE,
e3067607,"Grenoble, L.A., Kantarovich, J., Khokholova, I., Zamorshchikova, L.",Evidence of syntactic convergence among Russian–Sakha bilinguals | Utvrđivanje sintaktičke konvergencije u dvojezičnih govornika Ruskoga jezika i jezika Sakha,2019,Suvremena Lingvistika,45,87,http://doi.org/10.22210/suvlin.2019.087.05,,,,,,,0.63025325,FALSE,
9b3941bb,"Smith, N., Hoffmann, S., Rayson, P.","Corpus tools and methods, today and tomorrow: Incorporating linguists' manual annotations",2008,Literary and Linguistic Computing,23,2,http://doi.org/10.1093/llc/fqn004,,,,,,,0.72150644,TRUE,
b0931032,"Sairio, A.",Language and letters of the bluestocking network. Sociolinguistic issues in eighteenth-century epistolary English,2009,Neuphilologische Mitteilungen,110,4,http://doi.org/,,,,,,,0.32863365,TRUE,
abc44c19,"Sitar, A.",Praying for power: Dispositions and discipline in the Azusa Street Revival's Apostolic Faith,2008,Poetics,36,6-May,http://doi.org/10.1016/j.poetic.2008.06.006,,,,,,,0.03751223,TRUE,
29e8c76d,"Tomescu, V., Avram, L.",Peripheral cross-linguistic interference in the acquisition of accusative clitics by Romanian-Hungarian simultaneous bilinguals,2019,Probus,31,2,http://doi.org/10.1515/probus-2016-0014,,,,,,,0.45875621,FALSE,
dcd07ac5,"Urbanová, D., Franek, J., Barta, A.",Cursing in the sanctuary: Some textual remarks on a curse tablet from kempraten*,2019,Eirene,55,2-Jan,http://doi.org/,,,,,,,0.15425072,FALSE,
39670f54,"Preece, S.",Elite bilingual identities in higher education in the Anglophone world: the stratification of linguistic diversity and reproduction of socio-economic inequalities in the multilingual student population,2019,Journal of Multilingual and Multicultural Development,40,5,http://doi.org/10.1080/01434632.2018.1543692,,,,,,,0.28665791,FALSE,
4a98d555,"Bergerson, J.",Etimologiewoordeboek van Afrikaans: Supplement,2009,NOWELE,56,1,http://doi.org/10.1075/nowele.56-57.12ber,,,,,,,0.95377561,TRUE,
06b565ce,"Peng, J.-E.",Understanding willingness to communicate as embedded in classroom multimodal affordances: Evidence from interdisciplinary perspectives,2019,Linguistics and Education,51,,http://doi.org/10.1016/j.linged.2019.04.006,,,,,,,0.88792523,FALSE,
562da966,"Odden, D.",Tachoni verbal tonology,2009,Language Sciences,31,3-Feb,http://doi.org/10.1016/j.langsci.2008.12.009,,,,,,,0.66993024,TRUE,
12b7c5fe,"Storkel, H.L., Adlof, S.M.",The effect of semantic set size on word learning by preschool children,2009,"Journal of Speech, Language, and Hearing Research",52,2,http://doi.org/10.1044/1092-4388(2009/07-0175),,,,,,,0.10458338,TRUE,
1ce436d7,"Clement, T.",Broadcast networks and the Early Modern emblem,2019,Word and Image,35,4,http://doi.org/10.1080/02666286.2019.1631737,,,,,,,0.49842927,FALSE,
cf980187,"Taylor, C.",Pre-paid literacy: Negotiating the cost of adolescent mobile technology use,2009,English in Australia,44,2,http://doi.org/,,,,,,,0.05510728,TRUE,
08970ba4,"Marcrum, S.C., Picou, E.M., Bohr, C., Steffens, T.",Feedback reduction system influence on additional gain before feedback and maximum stable gain in open-fitted hearing aids,2018,International Journal of Audiology,57,10,http://doi.org/10.1080/14992027.2018.1487088,,,,,,,0.4829999,FALSE,
27e24361,"Valdés, C., Fuentes Luque, A.",Coherence in translated television commercials,2008,European Journal of English Studies,12,2,http://doi.org/10.1080/13825570802151389,,,,,,,0.28417873,TRUE,
041f5472,"Simonnæs, I.",Translation theories and functional texts: Application and effect on the translation of legal texts. An exemplary analysis | Übersetzungstheorien und gebrauchstexte: Anwendung und auswirkung auf das übersetzen von rechtstexten. Eine exemplarische analyse,2009,Babel,55,2,http://doi.org/,,,,,,,0.85767176,TRUE,
335f56c2,"Dimroth, C.",Input and the acquisition of productive grammatical knowledge: Vocabulary size as missing link?,2018,Linguistic Approaches to Bilingualism,8,6,http://doi.org/10.1075/lab.18057.dim,,,,,,,0.66011211,FALSE,
8f48918e,"Kennetz, K., Carroll, K.S.",Language threat in the United Arab Emirates? Unpacking domains of language use,2018,International Journal of the Sociology of Language,2018,254,http://doi.org/10.1515/ijsl-2018-0038,,,,,,,0.09447956,FALSE,
b5a2593f,"Gillon, G., McNeill, B., Scott, A., Denston, A., Wilson, L., Carson, K., Macfarlane, A.H.",A better start to literacy learning: findings from a teacher-implemented intervention in children’s first year at school,2019,Reading and Writing,32,8,http://doi.org/10.1007/s11145-018-9933-7,,,,,,,0.59900584,FALSE,
0d948e5e,"Scarborough, R., Keating, P., Mattys, S.L., Cho, T., Alwan, A.",Optical Phonetics and Visual Perception of Lexical and Phrasal Stress in English,2009,Language and Speech,52,3-Feb,http://doi.org/10.1177/0023830909103165,,,,,,,0.33581566,TRUE,
05f48d0f,"Doecke, B., Parr, G.",Imagining a national English curriculum: Connecting with and speaking back to standards-based reforms,2008,English in Australia,43,3,http://doi.org/,,,,,,,0.52512693,TRUE,
96abb822,"Godfrey-Smith, P.",Explanation in evolutionary biology: Comments on Fodor,2008,Mind and Language,23,1,http://doi.org/10.1111/j.1468-0017.2007.00326.x,,,,,,,0.02356349,TRUE,
ac129727,"Flores-Kanter, P.E., García-Batista, Z.E., Moretti, L.S., Medrano, L.A.","Towards an explanatory model of suicidal ideation: The effects of cognitive emotional regulation strategies, affectivity and hopelessness",2019,Spanish Journal of Psychology,22,,http://doi.org/10.1017/sjp.2019.45,,,,,,,0.80846613,FALSE,
51479bd8,"Abu Seileek, A.F.M.",Hypermedia annotation presentation: Learners’ preferences and effect on EFL reading comprehension and vocabulary acquisition,2008,CALICO Journal,25,2,http://doi.org/10.1558/cj.v25i2.260-275,,,,,,,0.54583975,TRUE,
bcde2143,"Soh, H.L., Nomoto, H.","Progressive aspect, the verbal prefix meN-, and stative sentences in Malay",2009,Oceanic Linguistics,48,1,http://doi.org/10.1353/ol.0.0026,,,,,,,0.34138259,TRUE,
b36f0a2b,"Saunders, J.P.","\The DNA molecule\"": May Swenson confronts modern paradigms""",2009,Papers on Language and Literature,45,4,http://doi.org/,,,,,,,0.70106116,TRUE,
f599e682,"Doležal, S.",Some remarks on the late antique imperial court culture,2008,Eirene,44,,http://doi.org/,,,,,,,0.00160439,TRUE,
58a6f6a5,"Ślȩzak-Świat, A.",Complementarity of reading from paper and screen in the development of critical thinking skills for 21st-century literacy,2019,Theory and Practice of Second Language Acquisition,5,2,http://doi.org/10.31261/TAPSLA.7564,,,,,,,0.31097151,FALSE,
b32e99da,"Dizdar, D.","Translational transitions: \Translation proper\"" and translation studies in the humanities""",2009,Translation Studies,2,1,http://doi.org/10.1080/14781700802496274,,,,,,,0.44357423,TRUE,
ebea82e2,"Hernàndez, M., Caño, A., Costa, A., Sebastián-Gallés, N., Juncadella, M., Gascón-Bayarri, J.",Grammatical category-specific deficits in bilingual aphasia,2008,Brain and Language,107,1,http://doi.org/10.1016/j.bandl.2008.01.006,,,,,,,0.48923792,TRUE,
db9e09d5,"Mittal, P., Singh, N.",Development and analysis of Punjabi ASR system for mobile phones under different acoustic models,2019,International Journal of Speech Technology,22,1,http://doi.org/10.1007/s10772-019-09593-x,,,,,,,0.64043914,FALSE,
15d03f93,"Klenk, U.","Georg A. Kaiser (ed.), Deutsche Romanistik – generativ",2008,Zeitschrift fur Romanische Philologie,124,4,http://doi.org/10.1515/zrph.2008.063,,,,,,,0.23131504,TRUE,
e0f8dbb0,"Forker, D.",Elevation as a category of grammar: Sanzhi Dargwa and beyond,2019,Linguistic Typology,23,1,http://doi.org/10.1515/lingty-2019-0001,,,,,,,0.61638576,FALSE,
5cdbae98,"Rojas-Sosa, D.",‘Girly Latina versus girly American’: The articulation of levels of femininity through indexicality in a Latina student’s narrative explaining discriminatory classroom interactions,2018,Gender and Language,12,1,http://doi.org/10.1558/genl.29351,,,,,,,0.58398267,FALSE,
b4e96651,"Appel, M., Schreiner, C., Haffmans, M.-B., Richter, T.",The mediating role of event-congruent emotions in narrative persuasion,2019,Poetics,77,,http://doi.org/10.1016/j.poetic.2019.101385,,,,,,,0.89304032,FALSE,
b8ee09a1,"Harter, L.M.","Narratives as dialogic, contested, and aesthetic performances",2009,Journal of Applied Communication Research,37,2,http://doi.org/10.1080/00909880902792255,,,,,,,0.78321915,TRUE,
9efaad04,"Zajic, M.C., Dunn, M., Berninger, V.W.",Case Studies Comparing Learning Profiles and Response to Instruction in Autism Spectrum Disorder and Oral and Written Language Learning Disability at Transition to High School,2019,Topics in Language Disorders,39,2,http://doi.org/10.1097/TLD.0000000000000180,,,,,,,0.87830971,FALSE,
32fdb264,"Rzepiela, M.","Word-formation type, its reinterpretations, and possible equivalents",2019,SKASE Journal of Theoretical Linguistics,16,1,http://doi.org/,,,,,,,0.8081525,FALSE,
c977b917,"Putra, A.S.",The correlation of EFL student's learning style and writing skill at vocational high school,2019,Asian EFL Journal,25,52,http://doi.org/,,,,,,,0.19090969,FALSE,
ff7ed275,[No author name available],"Pieter De Leemans / Michèle Goyens (edd.), Aristotle's «Problemata» in Different Times and Tongues",2009,Zeitschrift fur Romanische Philologie,125,4,http://doi.org/10.1515/zrph.2009.076,,,,,,,0.22403648,TRUE,
93cc84b9,"Feodorov, A.",Peirce's garden of forking metaphors,2018,Sign Systems Studies,46,3-Feb,http://doi.org/10.12697/SSS.2018.46.2-3.01,,,,,,,0.37418522,FALSE,
